ID	Gene symbol ID_1	Gene description	Gene symbol	Gene symbol ID	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.bh.pval	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.stat
ENSG00000178878		Apolipoprotein L domain-containing protein 1 (Vascular early response gene protein) [Source:UniProtKB/Swiss-Prot;Acc:Q96LR9]	APOLD1	APOLD1	69.6968193261897	0.142252572797625	-1.58784861396931	0.394744705426579	0.0910498533970232	-1.68988554584197
ENSG00000178982		Eukaryotic translation initiation factor 3 subunit K (eIF3k)(Eukaryotic translation initiation factor 3 subunit 12)(eIF-3 p25)(eIF-3 p28)(Muscle-specific gene M9 protein)(PLAC-24) [Source:UniProtKB/Swiss-Prot;Acc:Q9UBQ5]	EIF3K	EIF3K	1419.07007428354	6.47376504382896E-8	1.5523250226373	0.11066974600905	9.88749060113739E-9	5.73264763467365
ENSG00000179010		MORF4 family-associated protein 1 (Protein PGR1)(Protein associated with MRG of 14 kDa) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y605]	MRFAP1	MRFAP1	3300.44935054507	0.015609320094439	-1.23695187264884	0.114233605246639	0.00723928807293692	-2.68563150338215
ENSG00000181163	NPM1	Nucleophosmin (NPM)(Nucleolar phosphoprotein B23)(Numatrin)(Nucleolar protein NO38) [Source:UniProtKB/Swiss-Prot;Acc:P06748]	NPM1	NPM1	17645.3395714355	0.806146678078507	1.04880715862193	0.208600227077514	0.741721050117097	0.329575086127681
ENSG00000182087		Membralin  [Source:UniProtKB/Swiss-Prot;Acc:Q4ZIN3]	C19orf6	TMEM259	1391.01437514761	0.298738747181835	1.11845423356554	0.131197665061876	0.218317454334665	1.23101446483048
ENSG00000182117		H/ACA ribonucleoprotein complex subunit 3 (Nucleolar protein family A member 3)(snoRNP protein NOP10) [Source:UniProtKB/Swiss-Prot;Acc:Q9NPE3]	NOLA3	NOP10	914.862940896253	0.00440312632864019	1.52028588102893	0.193198668204622	0.00175946861064319	3.12808905626794
ENSG00000182512		Glutaredoxin-related protein 5  [Source:UniProtKB/Swiss-Prot;Acc:Q86SX6]	GLRX5	GLRX5	561.443465455315	1.91262448061571E-5	1.92677040521398	0.206136387788068	4.4305392663069E-6	4.59009047296259
ENSG00000182944		RNA-binding protein EWS (EWS oncogene)(Ewing sarcoma breakpoint region 1 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q01844]	EWSR1	EWSR1	2757.20160985072	0.566802909805175	1.11760661691445	0.225960089680647	0.477756819321011	0.709915046275119
ENSG00000184752		NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (NADH-ubiquinone oxidoreductase subunit B17.2)(Complex I-B17.2)(CI-B17.2)(CIB17.2)(13 kDa differentiation-associated protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9UI09]	NDUFA12	NDUFA12	1027.08606311772	8.19576839142374E-10	2.51343444825447	0.205468631422316	9.71291644090523E-11	6.4713530919228
ENSG00000185164		Nodal modulator 2 Precursor (pM5 protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q5JPE7]	NOMO2	NOMO2	2046.0348746292	0.00776402161816155	1.56782696787654	0.220979558721795	0.00332618101375387	2.93586587811654
ENSG00000185608		39S ribosomal protein L40, mitochondrial Precursor (L40mt)(MRP-40)(Nuclear localization signal-containing protein deleted in velocardiofacial syndrome)(Up-regulated in metastasis) [Source:UniProtKB/Swiss-Prot;Acc:Q9NQ50]	MRPL40	MRPL40	320.707399033912	0.792613328575435	-1.04591558433951	0.18419494292818	0.725124115976377	-0.351618864199888
ENSG00000185624		Protein disulfide-isomerase Precursor (PDI)(EC 5.3.4.1)(Prolyl 4-hydroxylase subunit beta)(Cellular thyroid hormone-binding protein)(p55) [Source:UniProtKB/Swiss-Prot;Acc:P07237]	P4HB	P4HB	13022.1666632562	0.533368627036919	1.22814166749438	0.385898475253345	0.442322537646319	0.768277165580212
ENSG00000185721		Developmentally-regulated GTP-binding protein 1 (DRG-1)(Neural precursor cell expressed developmentally down-regulated protein 3)(NEDD-3) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y295]	DRG1	DRG1	582.191313148188	0.0316939301655635	1.38038829095787	0.193520505099183	0.0162509953540141	2.40322926578274
ENSG00000186063		Axin interactor, dorsalization associated protein (Axin interaction partner and dorsalization antagonist) [Source:UniProtKB/Swiss-Prot;Acc:Q96BJ3]	AIDA	AIDA	2182.2559250116	5.54142375152355E-7	-1.65087082612591	0.135639577099287	9.71487158704978E-8	-5.33197799021143
ENSG00000186298		Serine/threonine-protein phosphatase PP1-gamma catalytic subunit (PP-1G)(EC 3.1.3.16)(Protein phosphatase 1C catalytic subunit) [Source:UniProtKB/Swiss-Prot;Acc:P36873]	PPP1CC	PPP1CC	4048.12608639227	0.403546760529407	1.16558172601157	0.219581191144118	0.314083824301965	1.0066898852769
ENSG00000187446		Calcium-binding protein p22 (Calcium-binding protein CHP)(Calcineurin homologous protein)(Calcineurin B homolog) [Source:UniProtKB/Swiss-Prot;Acc:Q99653]	AC012652.1	CHP1	1881.84867773054	0.030092910787034	-1.42855418478741	0.212152353512461	0.0152912419199514	-2.42540678875498
ENSG00000188690		Uroporphyrinogen-III synthase (UROIIIS)(UROS)(EC 4.2.1.75)(Hydroxymethylbilane hydrolyase [cyclizing])(Uroporphyrinogen-III cosynthetase) [Source:UniProtKB/Swiss-Prot;Acc:P10746]	UROS	UROS	656.852186087075	1.32627614746168E-11	2.14380779709104	0.154935616911475	1.23986155428429E-12	7.1008563997184
ENSG00000188976		Nucleolar complex protein 2 homolog (Protein NOC2 homolog)(NOC2-like) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y3T9]	NOC2L	NOC2L	1457.56168757771	8.36403252485886E-5	2.22936906444745	0.272656388765318	2.21438691936976E-5	4.2420992768648
ENSG00000189403		High mobility group protein B1 (High mobility group protein 1)(HMG-1) [Source:UniProtKB/Swiss-Prot;Acc:P09429]	HMGB1	HMGB1	3284.47327537456	0.97981532017869	1.00646694593139	0.260194079649869	0.971488277797568	0.0357417529109983
ENSG00000196419	XRCC6	ATP-dependent DNA helicase 2 subunit 1 (ATP-dependent DNA helicase II 70 kDa subunit)(Lupus Ku autoantigen protein p70)(Ku70)(70 kDa subunit of Ku antigen)(Thyroid-lupus autoantigen)(TLAA)(CTC box-binding factor 75 kDa subunit)(CTCBF)(CTC75)(DNA-repair p	XRCC6	XRCC6	4346.12841025966	0.267429838571773	1.25237150177642	0.248465371685465	0.191324349909826	1.30667135885841
ENSG00000196715		Vitamin K epoxide reductase complex subunit 1-like protein 1 (VKORC1-like protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q8N0U8]	VKORC1L1	VKORC1L1	1445.32384463372	0.143085621370734	1.32257489146742	0.239129716225332	0.0916535497796833	1.68673899819075
ENSG00000197622		CDC42 small effector protein 1 (Small effector of CDC42 protein 1)(CDC42-binding protein SCIP1) [Source:UniProtKB/Swiss-Prot;Acc:Q9NRR8]	CDC42SE1	CDC42SE1	1587.2953282004	4.15658622964107E-12	-1.9007150396765	0.127507488856743	3.68726710456221E-13	-7.26657127181817
ENSG00000198189		Estradiol 17-beta-dehydrogenase 11 Precursor (EC 1.1.1.62)(17-beta-hydroxysteroid dehydrogenase 11)(17-beta-HSD 11)(17betaHSD11)(17bHSD11)(17-beta-HSD XI)(17betaHSDXI)(Dehydrogenase/reductase SDR family member 8)(Retinal short-chain dehydrogenase/reducta	DHRS8	HSD17B11	938.604268034065	0.00418500697619788	2.34164509913336	0.390285320115377	0.00165977613786885	3.14519243635506
ENSG00000198218		Glutamine-rich protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q2TAL8]	QRICH1	QRICH1	1457.732759755	0.838542269040002	1.02828576135371	0.145197795938156	0.781666638003537	0.277147776120813
ENSG00000198830		Non-histone chromosomal protein HMG-17 (High-mobility group nucleosome-binding domain-containing protein 2) [Source:UniProtKB/Swiss-Prot;Acc:P05204]	HMGN2	HMGN2	2444.60221746274	0.00900153897878978	1.96985000484417	0.339049861356713	0.00391681696074252	2.88478448348899
ENSG00000204525		HLA class I histocompatibility antigen, B-7 alpha chain Precursor (MHC class I antigen B*7) [Source:UniProtKB/Swiss-Prot;Acc:P01889]	HLA-B	HLA-C	2057.00773586936	0.0993125866112048	-1.59119335499416	0.356352093849786	0.0600441527089725	-1.88046925499332
ENSG00000204842		Ataxin-2 (Spinocerebellar ataxia type 2 protein)(Trinucleotide repeat-containing gene 13 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q99700]	ATXN2	ATXN2	1048.10890750755	0.440151842580486	-1.05606822361117	0.0841090051770905	0.349413943507034	-0.935726654143511
ENSG00000205323		Nuclear protein Hcc-1 (Proliferation-associated cytokine-inducible protein CIP29)(Cytokine-induced protein of 29 kDa) [Source:UniProtKB/Swiss-Prot;Acc:P82979]	AC073487.34	SARNP	585.595614328613	0.304592230445263	-1.15264758580176	0.168371904720715	0.223507338018353	-1.21725466313456
ENSG00000213281		GTPase NRas Precursor (Transforming protein N-Ras) [Source:UniProtKB/Swiss-Prot;Acc:P01111]	NRAS	NRAS	2327.14852634008	0.0848946779538609	1.48352717777629	0.290469644184699	0.0501122530406724	1.95900455760586
ENSG00000213676		Cyclic AMP-dependent transcription factor ATF-6 beta (Activating transcription factor 6 beta)(ATF6-beta)(cAMP-responsive element-binding protein-like 1)(cAMP response element-binding protein-related protein)(Creb-rp)(Protein G13) [Contains Processed cycl	CREBL1	ATF6B	1172.32235017069	0.230120863666384	1.2399590145719	0.221061270360703	0.160423391239058	1.40364901666493
ENSG00000214753		Heterogeneous nuclear ribonucleoprotein U-like protein 2 (Scaffold-attachment factor A2)(SAF-A2) [Source:UniProtKB/Swiss-Prot;Acc:Q1KMD3]	HNRNPUL2	HNRNPUL2	2373.94417791462	0.67211659307745	-1.03487200172291	0.0919306730345155	0.590624836183074	-0.537930782014218
ENSG00000220205		Putative uncharacterized protein DKFZp586L1323  [Source:UniProtKB/TrEMBL;Acc:Q69Z01]	AC129492.6	VAMP2	730.791473802396	0.0546665715821273	-1.93320629710925	0.438744517023925	0.0301938231061462	-2.16753842460354
