ID	Gene description	Gene_symbol_1	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value	Average Intensity	UniProt ID	Description	Gene_Symbol	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	abs_zscore	sd_mcf10a	zscore	Gene symbol ID
ENSG00000151090	thyroid hormone receptor, beta	THRB	V$T3RBETA_Q6_01,V$T3R_Q6,V$THRB_02,V$THRB_04,V$THRB_05,V$THRB_06,V$THRB_07,V$THRB_08,V$THRB_10,V$THRB_11	2.8687500000000004	2.30806257521059	2.7420470241794614	0.8119799999999999	0.01548568104758111	NaN		thyroid hormone receptor beta	THRB	7068	6.923172675	1.955316	168	0.362178	50	1.789242	198	0.449838	49	113.8214199	0.776550535	-1.140840575	0.503751102	0.705903606	-0.377363341	6.731738041	1.139791	95	1.156247	90	1.171356	128	1.004733	127	7.26608074	6.07686496	7.18698153	6.22049926	6.74887262	6.72795954	6.7670322	6.62347579	NM_000461,NM_001128176,NM_001128177,NM_001252634	0.305861511	0.625886643	-0.305861511	THRB
ENSG00000153234	nuclear receptor subfamily 4, group A, member 2	NR4A2	V$NR4A2_01,V$NR4A2_02,V$NR4A2_03,V$NR4A2_04,V$NR4A2_05,V$NR4A2_06,V$NR4A2_07,V$NURR1_Q3,V$NURR1_Q3_01	1.2152777777777777	0.8771226099745956	1.7993669706759907	0.8511111111111112	0.027682133599374353	NaN		nuclear receptor subfamily 4 group A member 2	NR4A2	4929	7.138526866	5.474945	216	0.55611	36	4.931475	251	0.641726	33	78.09745286	3.62547E-4	-9.195991429	0.82749834	1.096E-4	-3.868291894	3.93498793	0.452924	18	0.077063	3	0.66034	34	0.152133	9	7.0326808	5.17336426	6.93099152	5.28232821	4.92799213	4.27137263	5.15069679	4.37550911	NM_006186	3.157773613	1.014492908	-3.157773613	NR4A2
ENSG00000153560	upstream binding protein 1 (LBP-1a)	UBP1	V$LBP1_01,V$LBP1_02,V$LBP1_Q6	1.7222222222222223	1.255515443241075	1.6342564862673559	0.8744333333333333	0.006584291489932632	5.0674925442588155	Q9NZI7	upstream binding protein 1 (LBP-1a)	UBP1	7342	10.66277812	26.977821	1225	24.041055	1774	29.460732	1727	29.439803	1696	1485.860981	0.312658519	-1.200076903	0.219496576	0.230615709	-1.198774325	10.3993833	18.803347	842	33.075091	1374	21.477111	1256	33.516622	2256	10.52513331	10.55176305	10.60138033	10.72159658	10.18413972	10.61398496	10.28305069	10.63035718	NM_001128160,NM_001128161,NM_014517	3.026696749	0.087023855	-3.026696749	UBP1
ENSG00000156273	BTB and CNC homology 1, basic leucine zipper transcription factor 1	BACH1	V$BACH1_01,V$BACH1_03,V$BACH1_Q3,V$MAF_Q4,V$MAF_Q6_01	2.2625	1.808664259927798	4.367456843660571	0.83726	0.02004358064736244	NaN		BTB domain and CNC homolog 1	BACH1	571	9.976341721	14.175267	910	9.402772	973	16.024485	1328	9.495494	773	1107.542907	0.552489776	1.198880318	0.355787949	0.462025445	0.735515761	10.23809552	23.540405	1459	10.942646	598	23.643138	1927	10.294434	971	10.08025609	9.85575701	10.18589304	9.86321183	10.45430365	9.73356467	10.45647426	9.73888746	NM_001186,NM_206866,NR_027655	1.598330089	0.163767047	1.598330089	BACH1
ENSG00000159692	C-terminal binding protein 1	CTBP1	V$CTBP1_Q3	0.2708333333333333	0.10830324909747292	2.500694444444444	0.954	0.011853404454031966	379.36564624431696	Q13363-2	C-terminal binding protein 1	CTBP1	1487	10.37721737	40.927934	1116	42.037677	1849	23.295727	833	43.294587	1459	1346.700878	0.917925519	1.025228776	0.242404647	0.882114908	0.148288732	10.41298836	41.311008	1108	46.631348	1177	41.474281	1465	48.452621	1977	10.38757413	10.53125798	9.94207462	10.53340235	10.34769917	10.42315051	10.35062049	10.45903868	NM_001012614,NM_001328	0.127999291	0.279462407	0.127999291	CTBP1
ENSG00000159882	zinc finger protein 230	ZNF230	V$ZNF230_01,V$ZNF230_02	1.3229166666666667	1.0138387484957883	1.8691504329004331	0.8184	0.02365978000749917	NaN		zinc finger protein 230	ZNF230	7773	6.230215516	1.587158	74	0.982269	74	1.476582	88	1.009516	59	58.57375378	0.001944644	-1.770178171	0.243221275	7.05512E-4	-3.387428078	5.394886462	0.79672	36	0.654806	28	1.017464	60	0.795628	54	6.17565981	5.90902446	6.11112748	5.9182169	5.60743702	5.46389086	5.77044666	5.57447467	NM_006300	6.173801285	0.135302226	-6.173801285	ZNF230
ENSG00000159917	zinc finger protein 235	ZNF235	V$ZNF235_01,V$ZNF235_03	1.09375	0.7821901323706377	1.8885422893006578	0.8081	0.013915960650689278	NaN		zinc finger protein 235	ZNF235	9310	5.109441795	0.971992	35	0.398561	23	0.996437	46	0.647291	30	21.9937389	2.32E-5	-3.605939987	0.40701915	5.46E-6	-4.54616297	3.242683898	0.2538	9	0.176651	6	0.259348	12	0.241365	13	4.79878612	4.28582098	4.81852618	4.61506779	3.95898215	3.81498533	3.95589832	3.90988616	NM_004234	7.564231471	0.246787516	-7.564231471	ZNF235
ENSG00000160113	nuclear receptor subfamily 2, group F, member 6	NR2F6	V$EAR2_Q2,V$EAR2_Q4,V$NR2F6_01,V$NR2F6_04,V$NR2F6_06,V$NR2F6_07,V$NR2F6_08,V$NR2F6_10	2.8749999999999996	2.17057761732852	1.5233257843616328	0.7627875	0.006621421331983357	NaN		nuclear receptor subfamily 2 group F member 6	NR2F6	2063	9.095391558	23.315929	469	20.684792	674	21.844482	568	18.166002	464	470.8946742	0.008306288	-1.387334521	0.162158227	0.003583368	-2.912684154	8.624946826	21.226105	414	15.769414	290	18.695713	480	14.901794	442	9.02916267	9.04979964	8.97429673	8.93375636	8.88799427	8.61866106	8.7808095	8.57408996	NM_005234	8.923994586	0.052716833	-8.923994586	NR2F6
ENSG00000160199	PBX/knotted 1 homeobox 1	PKNOX1	V$PBX_Q3,V$PKNOX1_02,V$PKNOX1_03,V$PKNOX1_04,V$PKNOX1_05,V$PKNOX1_06,V$PREP1_01,V$PREP1_02	2.3671875	1.8185920577617327	2.212018773634283	0.8158375	0.010007536943901685	NaN		PBX/knotted 1 homeobox 1	PKNOX1	5316	8.595161552	3.797796	227	6.00984	574	3.902691	301	5.983818	453	297.1987155	0.004786518	-1.861879294	0.289193235	0.001929329	-3.100900839	7.698170868	2.472121	143	3.676175	200	2.535135	193	3.903494	344	8.11060418	8.62373822	8.13319032	8.62566346	7.71638365	7.99755277	7.73311684	8.05016178	NM_001286258,NM_001320694,NM_004571	3.088372138	0.290441256	-3.088372138	PKNOX1
ENSG00000160917	cleavage and polyadenylation specific factor 4, 30kDa	CPSF4	V$CPSF30_01,V$CPSF30_02	34.5	22.978339350180505	1.506228719674767	0.6335999999999999	1.2123516658437537E-39	23.51097727084877	O95639,O95639-3	cleavage and polyadenylation specific factor 4	CPSF4	10898	7.421919874	6.791416	139	6.142601	202	6.956837	180	6.166246	160	236.8774959	1.45E-5	1.765172281	0.176222658	3.29E-6	4.652120259	8.239704561	11.071457	217	15.020916	274	11.430399	293	16.794939	500	7.58995232	7.61594676	7.59198242	7.62136731	7.91729823	8.14159966	7.93807886	8.25281937	NM_001081559,NM_001318160,NM_001318161,NM_001318162,NM_006693	50.60443579	0.016160336	50.60443579	CPSF4
ENSG00000162599	nuclear factor I/A	NFIA	V$MYOGNF1_01,V$NF1A_Q6_01,V$NF1FAMILY_Q4,V$NF1_Q6_02,V$NFIA_03	2.645833333333333	2.299638989169675	2.545160626062162	0.94722	0.045447009280162626	NaN		nuclear factor I A	NFIA	4774	9.047244726	4.625008	488	3.226329	549	4.898158	667	2.917676	391	500.9669952	0.429944633	-1.1187053	0.169354964	0.339290972	-0.955567135	8.885359876	3.814926	391	4.165342	401	4.459665	598	3.729415	580	9.10369017	8.91575879	9.15334365	8.83347404	8.88285847	8.92694564	9.00785101	8.83757961	NM_001134673,NM_001145511,NM_001145512,NM_005595	1.066791139	0.151749339	-1.066791139	NFIA
ENSG00000162924	v-rel reticuloendotheliosis viral oncogene homolog (avian)	REL	V$CREL_02	0.6458333333333334	0.3850782190132371	1.6771484375	0.8678	0.014234420880427463	NaN		NF-kB subunit,REL proto-oncogene	REL	5966	7.697244214	2.276897	199	1.529843	217	2.044175	231	1.53539	170	201.0629717	0.6674646	-1.064705281	0.165672346	0.585078237	-0.545982107	7.604265174	1.730875	147	2.317703	185	1.796201	200	2.194835	283	7.79747553	7.58890255	7.70930957	7.58523264	7.51759583	7.72671153	7.54259352	7.68375608	NM_001291746,NM_002908	0.906557739	0.102562734	-0.906557739	REL
ENSG00000163848	zinc finger protein 148	ZNF148	V$CACCCBINDINGFACTOR_Q6,V$ZBP89_Q4,V$ZBP89_Q4_01,V$ZNF148_02	22.6875	17.26985559566787	1.527243117408396	0.8107249999999999	3.161653946711368E-4	2.5828677618098093	Q9UQR1	zinc finger protein 148	ZNF148	7707	10.33010176	10.353738	1102	8.281033	1422	10.170254	1415	8.45559	1156	1018.233505	6.24E-8	-1.718577436	0.136120778	9.52E-9	-5.739130149	9.54919653	6.860565	715	5.731314	560	7.053292	968	5.321512	866	10.20757264	10.13290788	10.20325014	10.16136244	9.80160354	9.62669748	9.82395195	9.59385519	NM_001348424,NM_001348425,NM_001348426,NM_001348427,NM_001348428,NM_001348429,NM_001348430,NM_001348431,NM_001348432,NM_001348433,NM_001348434,NM_001348436,NM_021964	21.91188957	0.035638425	-21.91188957	ZNF148
ENSG00000164011	zinc finger protein 691	ZNF691	V$ZNF691_02	0.1875	0.06016847172081829	3.11625	0.8988	0.01428885505604747	NaN		zinc finger protein 691	ZNF691	51058	6.337844889	3.492638	75	2.428539	84	3.625019	100	2.220253	61	67.07904056	0.008647667	-1.521483235	0.208864268	0.003744639	-2.898908674	5.73526708	2.141899	45	2.490041	49	2.073348	57	2.228295	70	6.28835229	6.11128714	6.31632662	6.0496731	5.87250183	5.9531247	5.84330717	5.86504948	NM_001242739,NM_015911	4.59858066	0.131035607	-4.59858066	ZNF691
ENSG00000164754	RAD21 homolog (S. pombe)	RAD21	V$RAD21_01,V$RAD21_04,V$RAD21_10,V$RAD21_11	3.114583333333334	2.582731648616125	2.5273660714285713	0.906875	0.020311383951158002	100.8053475816553	O60216	RAD21 cohesin complex component	RAD21	5885	12.35465081	114.514336	4788	78.622948	5320	114.65271	6191	82.251205	4362	4818.343883	0.271508688	-1.190422386	0.19404438	0.194989607	-1.295959012	12.10303553	73.715103	2986	111.077667	4233	79.345901	4232	116.720779	7190	12.38724418	12.18410938	12.38904351	12.21902921	11.95331291	12.26908502	12.01261665	12.31487523	NM_006265	2.315607287	0.108660601	-2.315607287	RAD21
ENSG00000165030	nuclear factor, interleukin 3 regulated	NFIL3	V$E4BP4_01	0.08333333333333333	0.018050541516245487	4.616666666666666	0.9603	0.049088068318956096	NaN		interleukin 3 regulated,nuclear factor	NFIL3	4783	8.827203699	20.354107	474	7.980337	321	22.817581	685	10.057032	297	573.9164619	0.115899249	1.527553887	0.339305758	0.071640839	1.801393759	9.438015601	31.296253	705	20.164927	428	34.216956	1014	21.599717	740	9.13094348	8.55183174	9.228472	8.67278601	9.44442253	9.03490534	9.52408503	9.09405932	NM_001289999,NM_001290000,NM_005384	1.830572182	0.333672667	1.830572182	NFIL3
ENSG00000166261	zinc finger protein 202	ZNF202	V$ZFP202_02,V$ZFP202_03	5.093749999999999	3.8297232250300843	2.824365888494878	0.8349	0.01571802262630188	NaN		zinc finger protein 202	ZNF202	7753	6.884341475	1.679604	84	2.226045	177	1.554292	100	1.804203	114	156.0718911	0.001352366	1.639812962	0.204118263	4.72863E-4	3.495675789	7.599948416	3.208001	154	3.404971	154	3.963298	252	3.555538	257	6.93343043	7.24693787	6.87319174	7.08806745	7.37878916	7.40203663	7.56407128	7.43235818	NM_001301779,NM_001301780,NM_001301819,NM_003455	4.270690022	0.16756237	4.270690022	ZNF202
ENSG00000166478	zinc finger protein 143	ZNF143	V$STAF_04	0.14583333333333334	0.05415162454873646	2.693055555555556	0.8837	0.04725722111244555	2.8824330055994682	P52747-2	zinc finger protein 143	ZNF143	7702	8.280825665	7.231414	239	7.10351	375	8.62418	366	6.384008	264	356.8276744	0.026228978	1.294303097	0.149960123	0.013070969	2.48182981	8.653359287	9.00717	287	12.380171	371	10.416221	437	12.559471	604	8.30070492	8.39011094	8.43962837	8.30028546	8.41668215	8.65678569	8.53769019	8.66593478	NM_001282656,NM_001282657,NM_003442	5.394395644	0.069059381	5.394395644	ZNF143
ENSG00000166526	zinc finger protein 3	ZNF3	V$ZNF3_01	0.14583333333333334	0.05415162454873646	2.693055555555556	0.8801	0.04725722111244555	NaN		zinc finger protein 3	ZNF3	7551	8.533118676	11.722539	358	7.093566	345	12.562155	482	7.027234	274	314.6998058	0.02008361	-1.430637038	0.1995816	0.009633785	-2.588704051	8.01655097	8.093696	244	6.808978	206	7.740724	307	7.128033	317	8.55845168	8.23659506	8.59641475	8.24406706	8.19817285	8.08389359	8.16029988	8.04659801	NM_001278284,NM_001278287,NM_001278290,NM_001278291,NM_001278292,NM_001318135,NM_001318136,NM_001318137,NM_017715,NM_032924	2.64545714	0.195265952	-2.64545714	ZNF3
ENSG00000166888	signal transducer and activator of transcription 6, interleukin-4 induced	STAT6	V$STAT6_02,V$STAT6_05,V$STAT6_Q4	2.618055555555556	2.113918973124749	1.6975492207025458	0.9317666666666667	0.00950115731904225	3.906497797843423	P42226	signal transducer and activator of transcription 6	STAT6	6778	11.22129288	53.484763	2336	32.91975	2337	51.866644	2923	32.352387	1802	2147.308268	0.208885221	-1.251872888	0.221338541	0.143134139	-1.464218934	10.89716744	46.117865	1950	32.262951	1287	46.110286	2570	32.430969	2098	11.29819744	11.0024976	11.27068036	10.98507299	11.10415513	10.77990394	11.10436903	10.78905581	NM_001178078,NM_001178079,NM_001178080,NM_001178081,NM_003153,NR_033659	1.925479678	0.168334906	-1.925479678	STAT6
ENSG00000167074	thyrotrophic embryonic factor	TEF	V$TEF_03,V$TEF_04	0.125	0.03910950661853188	4.721590909090908	0.94095	0.03465562367085595	NaN		PAR bZIP transcription factor,TEF	TEF	7008	8.103598608	5.838317	287	3.126789	249	5.370392	340	3.219221	201	157.0242466	4.89E-14	-7.059046145	0.358285137	3.56E-15	-7.869355884	5.285004257	0.943162	45	0.411785	19	1.009685	64	0.44697	33	7.81127841	7.36309841	7.7309997	7.38472972	6.24803415	5.78424018	6.29474315	5.79898726	NM_001145398,NM_003216	12.15770057	0.231836138	-12.15770057	TEF
ENSG00000167377	zinc finger protein 23	ZNF23	V$ZNF23_01,V$ZNF23_02,V$ZNF23_04,V$ZNF23_05	10.71875	9.10800240673887	1.504126628618276	0.739625	0.009841142657318128	NaN		zinc finger protein 23	ZNF23	7571	7.297630181	2.733405	99	4.891235	216	3.33175	156	3.506499	162	171.0564022	0.306146668	1.172540044	0.189228013	0.224920543	1.213547558	7.529703557	4.227623	149	4.838903	160	5.021357	191	6.432741	278	7.1337871	7.48167935	7.28653711	7.44171736	7.42257707	7.50412247	7.40018868	7.5678771	NM_001304492,NM_001304493,NM_001304494,NM_145911	1.460618917	0.158887012	1.460618917	ZNF23
ENSG00000167384	zinc finger protein 180	ZNF180	V$ZNF180_02,V$ZNF180_03	4.65625	3.05956678700361	1.537675618749475	0.7927500000000001	4.1911827145060023E-7	NaN		zinc finger protein 180	ZNF180	7733	7.3002032	2.897131	138	2.102429	172	2.55372	166	2.27802	146	169.428588	0.357502372	1.153343152	0.187302593	0.271823333	1.098873302	7.501825196	2.517825	123	3.925993	173	2.883896	179	4.165379	293	7.3869538	7.29136519	7.33029974	7.35182176	7.2636852	7.56430213	7.34222552	7.60742179	NM_001278508,NM_001278509,NM_001288759,NM_001288760,NM_001288761,NM_001288762,NM_001291633,NM_013256	5.038553441	0.040015849	5.038553441	ZNF180
ENSG00000168036	catenin (cadherin-associated protein), beta 1, 88kDa	CTNNB1	V$BETACATENIN_Q3,V$BETACATENIN_Q3_01,V$BETACATENIN_Q6,V$BETACATENIN_Q6_01,V$TCF4_Q5_02	1.3791666666666667	1.0770156438026475	1.7762417085602569	0.9449799999999999	0.03527558101500054	NaN		catenin beta 1	CTNNB1	1499	12.8577624	127.514076	4958	168.688439	10492	125.134607	6327	160.271492	7974	5749.435765	1.27E-5	-1.821171473	0.184708001	2.84E-6	-4.682345983	11.99293703	92.292691	3490	92.699634	3321	99.840355	4837	93.536526	5407	12.49892803	12.86679471	12.48924827	12.83456686	12.17006454	12.15239972	12.21129594	12.16066965	NM_001098209,NM_001098210,NM_001330729,NM_001904	4.191331278	0.206336677	-4.191331278	CTNNB1
ENSG00000168610	signal transducer and activator of transcription 3 (acute-phase response factor)	STAT3	V$STAT3STAT3_Q3	0.5833333333333334	0.3309265944645006	1.7627272727272727	0.8454	0.012014118316663344	167.9039331818393	P40763,P40763-2	signal transducer and activator of transcription 3	STAT3	6774	10.87651865	18.30597	1011	25.839646	2309	29.939754	2141	29.928032	2103	2037.481955	0.429944633	1.167308955	0.233579961	0.339323171	0.955503432	11.09998005	40.832419	2152	31.216423	1567	40.515674	2853	31.786049	2546	10.56428801	10.96178244	10.96925717	11.0879189	11.16121217	10.91066701	11.16668464	10.91759214	NM_003150,NM_139276,NM_213662	0.978190448	0.228443654	0.978190448	STAT3
ENSG00000168795	zinc finger and BTB domain containing 5	ZBTB5	V$ZBTB5_01	0.47916666666666663	0.246690734055355	1.9423780487804876	0.8997	0.009627138532234883	NaN		zinc finger and BTB domain containing 5	ZBTB5	9925	8.113062631	4.407622	229	3.477643	292	4.98029	334	3.696087	243	255.727132	0.148940014	-1.181668064	0.144785211	0.096247436	-1.663324806	7.873965144	4.470887	225	3.811975	181	4.29409	284	3.695202	283	8.06121864	7.98121528	8.16476075	8.02740305	8.01349868	7.85918963	7.97793247	7.83475616	NM_014872	3.066478515	0.077971356	-3.066478515	ZBTB5
ENSG00000169016	E2F transcription factor 6	E2F6	V$E2F6_01,V$E2F6_03,V$E2F6_04	3.75	2.7737665463297234	1.549848112490552	0.9012666666666668	0.004434069135479499	NaN		E2F transcription factor 6	E2F6	1876	7.070081328	2.55033	94	3.042115	179	2.481092	116	3.165877	147	163.6530249	0.009798314	1.433818196	0.182134372	0.004313479	2.854277862	7.591969127	4.934428	175	4.372086	154	4.617032	222	4.682271	254	7.05826512	7.29443283	7.02381239	7.32876509	7.52326788	7.43924885	7.49165588	7.45921807	NM_001278275,NM_001278276,NM_001278277,NM_001278278,NM_198256,NM_212540,NR_103490	3.314309992	0.157464993	3.314309992	E2F6
ENSG00000169057	methyl CpG binding protein 2 (Rett syndrome)	MECP2	V$MECP2_Q4_01	0.5416666666666666	0.3128760529482551	1.73125	0.9064	0.017713215399415363	20.96637929864837	P51608	methyl-CpG binding protein 2	MECP2	4204	10.09224272	8.976846	1025	6.155917	1110	11.00313	1251	6.29299	912	1087.122587	0.960815265	-1.007976857	0.145003465	0.936992898	-0.079049944	10.08033053	9.362758	1036	8.047272	802	12.198941	1312	10.411817	1362	10.1965782	9.97587865	10.14851486	10.01166404	10.17157906	9.97799989	10.13744419	10.02170166	NM_001110792,NM_001316337,NM_004992	0.112299379	0.106075297	-0.112299379	MECP2
ENSG00000169131	zinc finger protein 354A	ZNF354A	V$TCF17_04	0.08333333333333333	0.012033694344163659	6.924999999999999	0.9448	0.025529345232847302	NaN		zinc finger protein 354A	ZNF354A	6940	9.077660269	13.915702	397	14.265866	658	14.857932	542	15.446252	554	413.8164511	4.42732E-4	-1.880107989	0.238760687	1.36313E-4	-3.814763389	8.166497786	9.896747	274	6.706537	175	12.346655	449	7.223827	304	8.78771012	8.93415391	8.83710646	8.99418981	8.44390486	8.1208817	8.623389	8.17466339	NM_001324339,NM_005649	9.777244148	0.093192158	-9.777244148	ZNF354A
ENSG00000169635	hypermethylated in cancer 2	HIC2	V$HIC2_01,V$HIC2_03	2.6979166666666665	1.8772563176895307	2.2415131578947367	0.8038000000000001	4.525655868469082E-4	NaN		HIC ZBTB transcriptional repressor 2	HIC2	23119	4.86662111	0.261637	20	0.312283	39	0.359508	36	0.238334	23	40.92489271	0.016833499	1.811303166	0.322579907	0.007888787	2.656792994	5.719062582	0.368883	28	0.590656	41	0.653723	64	0.869126	98	4.98345275	5.184205	5.18736635	5.00493124	5.1648856	5.44860904	5.55754111	5.75925987	NM_015094	7.681648434	0.110971164	7.681648434	HIC2
ENSG00000170345	FBJ murine osteosarcoma viral oncogene homolog	FOS	V$AP1_01,V$AP1_02,V$AP1_Q4_01,V$AP1_Q6_01,V$CFOS_Q4,V$CFOS_Q6,V$FOSJUN_02,V$FOS_02,V$FOS_03,V$FOS_06,V$FOS_10,V$FOS_11,V$JUNBFOS_01,V$JUNDFOS_01	1.818452380952381	1.456936565239814	2.6121602212225876	0.8897785714285715	0.0335358884394474	NaN		AP-1 transcription factor subunit,Fos proto-oncogene	FOS	2353	5.199475562	0.718001	18	1.552466	61	1.477372	46	0.864303	27	28.19163854	0.027085842	-1.903500332	0.376211157	0.013570325	-2.468440408	4.295597364	0.791564	19	0.748512	17	0.791666	25	0.525507	19	4.61371703	5.22203444	5.06974193	4.80326738	4.62183994	4.57400723	4.61901798	4.37055545	NM_005252	3.331162861	0.27134014	-3.331162861	FOS
ENSG00000170631	zinc finger protein 16	ZNF16	V$ZNF16_04	0.9375	0.42719614921780985	2.194542253521127	0.7966	5.203946452369182E-5	NaN		zinc finger protein 16	ZNF16	7564	7.155488689	4.714839	138	3.14164	149	4.929537	186	2.467614	92	112.0667855	0.002331507	-1.755171746	0.243607127	8.63346E-4	-3.331643932	6.349919349	2.954716	84	2.581995	69	2.415651	90	2.076254	90	7.10299624	6.88951632	7.13962319	6.69690503	6.67350258	6.54894985	6.52062355	6.40156738	NM_001029976,NM_006958	3.917286013	0.205644759	-3.917286013	ZNF16
ENSG00000171161	zinc finger protein 672	ZNF672	V$ZNF672_03	0.5208333333333334	0.26474127557160043	1.9673295454545459	0.8978	0.006355817414366528	NaN		zinc finger protein 672	ZNF672	79894	9.033013048	11.572613	399	12.319409	688	12.171029	542	10.700923	468	423.2749025	9.59E-9	-1.62547878	0.115467084	1.28E-9	-6.069822631	8.334043878	8.70004	291	8.267605	260	8.070226	355	8.714897	443	8.82196695	9.00253691	8.86660528	8.8737244	8.52511329	8.45723802	8.46298942	8.501265	NM_024836	8.998835793	0.077673289	-8.998835793	ZNF672
ENSG00000171223	jun B proto-oncogene	JUNB	V$AP1_01,V$AP1_Q4_01,V$AP1_Q6_01,V$JUNBFOSB_01,V$JUNBFOS_01,V$JUNBFRA1_01,V$JUNBFRA2_01,V$JUNBJUN_01,V$JUNB_01,V$JUNB_02,V$JUNB_04,V$JUNB_05,V$JUNB_07,V$JUNB_Q6	2.049107142857143	1.6017706721677845	2.2801994785781163	0.8691428571428572	0.02452804631852098	NaN		AP-1 transcription factor subunit,JunB proto-oncogene	JUNB	3726	11.97139295	109.62661	2220	196.518478	6440	108.884964	2847	183.644958	4716	2340.780396	3.49E-10	-6.030889026	0.392403471	3.94E-11	-6.606390818	9.379335034	42.492149	834	19.624821	363	37.495659	969	18.3253	547	11.12468479	11.82108473	11.11907135	11.74929222	10.26015551	9.69956163	10.16423324	9.65692879	NM_002229	6.748583257	0.384089196	-6.748583257	JUNB
ENSG00000171425	zinc finger protein 581	ZNF581	V$ZNF581_01	0.20833333333333334	0.06618531889290011	3.1477272727272734	0.9004	0.009502255752993835	NaN		zinc finger protein 581	ZNF581	51545	8.524621747	32.977028	451	10.26758	228	31.092257	549	11.403852	198	282.4212862	0.085500041	-1.87348211	0.463182204	0.050531874	-1.955433938	7.61891508	18.526104	246	7.818598	98	17.143604	299	7.950098	161	8.65672963	7.77281818	8.60345304	7.85153801	8.0809135	7.39226145	8.01298513	7.40211966	NM_016535	1.911522868	0.473814194	-1.911522868	ZNF581
ENSG00000172466	zinc finger protein 24	ZNF24	V$ZNF24_01	0.08333333333333333	0.018050541516245487	4.616666666666666	1.0	0.049088068318956096	2.196522771365883	P17028	zinc finger protein 24	ZNF24	7572	10.18852937	14.698328	1036	12.920559	1162	20.947353	1444	10.829171	969	1202.638371	0.646924112	1.061623461	0.149034645	0.562674748	0.578873181	10.27417411	21.948372	1089	14.197059	912	17.428198	1567	20.905982	1638	10.26412416	10.07564258	10.33057735	10.12326042	10.27295431	10.14614767	10.34900412	10.23777766	NM_001308123,NM_006965	0.71951016	0.119032009	0.71951016	ZNF24
ENSG00000172819	retinoic acid receptor, gamma	RARG	V$RARG_05,V$RARG_10,V$RARG_12,V$RARG_Q3,V$T3R_Q6	5.470833333333333	4.802647412755716	4.504690259577737	0.8659399999999999	0.014037013525625424	NaN		retinoic acid receptor gamma	RARG	5916	8.73438169	11.100412	368	9.286106	473	10.48291	448	9.766974	394	398.6544465	0.250830987	-1.14650997	0.146218892	0.177337813	-1.348997365	8.536852198	12.293166	361	8.849738	266	12.026985	478	9.696027	440	8.72882144	8.65395804	8.67929918	8.70190045	8.67878162	8.44981061	8.68298729	8.47042447	NM_000966,NM_001042728,NM_001243730,NM_001243731,NM_001243732	6.186610066	0.031928551	-6.186610066	RARG
ENSG00000173039	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	RELA	V$NFKAPPAB_01,V$P50RELAP65_Q5_01,V$RELA_03,V$RELA_08,V$RELBP52_01	6.845833333333334	5.689530685920578	1.7915413872580177	0.8514000000000002	0.007713334195959698	NaN		NF-kB subunit,RELA proto-oncogene	RELA	5970	10.57157376	39.347429	1091	42.751929	1981	40.846022	1510	41.470966	1504	1579.489746	0.53606185	1.075617822	0.137727734	0.445120074	0.763575801	10.67698684	55.783423	1551	47.516503	1195	51.159827	1867	54.165928	2252	10.47203188	10.68921492	10.52993798	10.65811428	10.73675295	10.53768567	10.65865677	10.67072988	NM_001145138,NM_001243984,NM_001243985,NM_021975	1.021001582	0.103244776	1.021001582	RELA
ENSG00000173153	estrogen-related receptor alpha	ESRRA	V$ERR1_Q2,V$ERR1_Q2_01,V$ERR1_Q3,V$ESRRA_05,V$ESRRA_10,V$ESRRA_12,V$ESRRA_13,V$ESRRA_15,V$ESRRA_16,V$ESRRA_17,V$ESRRA_18	2.804924242424242	2.2054479816212664	1.5834823797865452	0.8402636363636364	0.009278338122065424	NaN		estrogen related receptor alpha	ESRRA	2101	7.420671166	6.989467	178	3.172024	132	4.321659	142	6.303805	204	394.7477804	6.51E-12	3.618781525	0.257607225	5.9E-13	7.202841512	9.271839164	24.061878	591	20.772279	480	23.524317	760	19.538509	730	8.02923793	7.57673556	7.68118088	8.05694319	9.02228553	8.85564825	9.00010057	8.80372566	NM_001282450,NM_001282451,NM_004451	7.613747298	0.243134941	7.613747298	ESRRA
