ID	Gene symbol ID	Transpath ID	Average Intensity	UniProt ID	Description	Gene_Symbol	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	abs_zscore	sd_mcf10a	zscore
ENSG00000139625	MAP3K12	MO000022232	NaN		mitogen-activated protein kinase kinase kinase 12	MAP3K12	7786	8.502865413	10.808016	439	4.13438	272	9.210294	483	4.135842	213	201.0440925	3.27E-8	-9.226580512	0.547337991	4.71E-9	-5.857068431	5.297548537	1.480664	59	0.20942	8	1.181465	62	0.548002	33	8.29370577	7.51246915	8.13685665	7.50671742	6.51483195	5.57775863	6.35748335	5.8929906	NM_001193511,NM_006301	7.771652287	0.41243699	-7.771652287
ENSG00000139687	RB1	MO000017774	14.648864583670104	P06400	RB transcriptional corepressor 1	RB1	5925	10.8156818	25.320166	1348	25.487579	2195	25.213808	1733	27.94972	1886	1555.228895	0.033288594	-1.377800962	0.194020766	0.017168347	-2.38308249	10.35324047	18.61327	960	26.453642	1283	17.064772	1158	26.842825	2105	10.63176759	10.76135859	10.62856068	10.83926609	10.3151539	10.57921904	10.24442557	10.59460606	NM_000321	4.478244695	0.103263971	-4.478244695
ENSG00000141510	TP53	MO000019548,MO000056623	204.22253568233248	P04637	tumor protein p53	TP53	7157	9.779710175	25.771632	742	22.266046	1037	25.205205	937	21.149822	774	1237.740669	0.001564238	1.816125988	0.249350005	5.55555E-4	3.452433417	10.64068503	62.956419	1758	35.993529	947	63.529381	2336	36.361507	1550	9.97207858	9.96825343	9.95442374	9.92550264	10.68878512	10.16467823	10.69670021	10.17786866	NM_000546,NM_001126112,NM_001126113,NM_001126114,NM_001126115,NM_001126116,NM_001126117,NM_001126118,NM_001276695,NM_001276696,NM_001276697,NM_001276698,NM_001276699,NM_001276760,NM_001276761	40.77228838	0.021116667	40.77228838
ENSG00000141736	ERBB2	MO000018962	23.687306720390275	P04626-4	erb-b2 receptor tyrosine kinase 2	ERBB2	2064	10.8106371	31.972386	1640	24.059685	1996	31.574034	2116	20.792519	1369	1306.251832	2.99E-16	-2.199752646	0.13369386	1.78E-17	-8.507057117	9.673171536	14.589651	736	13.020789	638	19.704092	973	13.902308	1064	10.68412439	10.55468777	10.68411982	10.43209314	9.96119873	9.87067082	9.96366265	9.89706347	NM_001005862,NM_001289936,NM_001289937,NM_001289938,NM_004448,NR_110535	9.403723425	0.120959062	-9.403723425
ENSG00000142208	AKT1	MO000017421,MO000293358	65.69992907502574	P31749	AKT serine/threonine kinase 1	AKT1	207	10.9813999	43.685287	1456	51.856934	2746	42.076939	1811	48.931812	2068	2078.009496	0.697701145	1.055452027	0.156065841	0.617850929	0.498898446	11.05951588	54.438267	1757	63.188614	1919	52.410294	2227	61.429638	3015	10.87854288	11.12959373	10.84834298	11.09126581	11.00299793	11.10279088	10.97003065	11.08088504	NM_001014431,NM_001014432,NM_005163	0.542537363	0.143982674	0.542537363
ENSG00000142230	SAE1	MO000020004,MO000020010,MO000085628,MO000085634	183.06259786382122	Q9UBE0	SUMO1 activating enzyme subunit 1	SAE1	10055	10.39506786	27.676752	776	45.128441	2009	27.922135	1005	46.239464	1622	1696.991207	0.070363959	1.520335494	0.294820297	0.040361746	2.05002751	10.99958974	53.130861	1419	81.508857	2048	53.666546	1892	81.296088	3267	10.21984287	10.71956055	10.22239506	10.74152388	10.67824524	11.02686056	10.68839736	11.01779334	NM_001145713,NM_001145714,NM_005500,NR_027280	2.054420978	0.294254141	2.054420978
ENSG00000142765	SYTL1	MO000161481	NaN		synaptotagmin like 1	SYTL1	84958	6.962781537	7.382936	162	2.110893	75	6.406254	182	2.214836	62	85.61386415	0.108170934	-2.683420017	0.775258632	0.066224601	-1.836900396	5.538774847	3.312042	71	0.245404	5	3.457687	97	0.483695	16	6.96901679	6.01904155	6.84297347	6.05675526	6.21139712	4.84385407	6.24205736	5.01635067	NM_001193308,NM_032872	2.825042103	0.504065652	-2.825042103
ENSG00000143507	DUSP10	MO000030861,MO000126134	NaN		dual specificity phosphatase 10	DUSP10	11221	10.95388059	90.926664	2627	20.399624	937	87.821763	3389	18.641317	707	1260.674639	0.004021589	-3.688632452	0.596264635	0.001587803	-3.158138063	9.070881434	26.827235	709	8.711	238	23.466969	895	7.725404	341	10.99578294	9.73357748	10.99572959	9.69858575	9.75101689	8.95892911	9.71524628	8.88255928	NM_007207,NR_111939,NR_111940	2.548179512	0.738958596	-2.548179512
ENSG00000144579	CTDSP1	MO000145885	NaN		CTD small phosphatase 1	CTDSP1	58190	10.8146996	52.416038	1513	43.949165	2092	51.097264	1940	42.959493	1603	1364.529034	3.34523E-4	-1.941509096	0.246076495	1.00343E-4	-3.889759837	9.857843928	36.940198	1053	21.265405	570	34.943414	1311	20.226093	876	10.63743277	10.62384291	10.63178374	10.59966346	10.28604503	9.81743057	10.23828641	9.78140102	NM_001206878,NM_021198,NM_182642	57.50458845	0.01663964	-57.50458845
ENSG00000144677	CTDSPL	MO000167517	NaN		CTD small phosphatase like	CTDSPL	10217	9.626436558	12.517229	622	6.893386	553	16.468103	1050	13.750995	867	1043.915707	0.038878611	1.641656851	0.3085178	0.020447852	2.318027028	10.34144413	29.170692	1394	18.230076	820	29.68714	1868	17.461116	1269	9.72213754	9.37022439	9.94504474	9.91418953	10.38605704	9.94161153	10.40165445	9.90731899	NM_001008392,NM_005808	2.706209486	0.264209987	2.706209486
ENSG00000145604	SKP2	MO000019867	NaN		S-phase kinase associated protein 2	SKP2	6502	8.264648673	6.715761	248	5.836809	370	7.602969	329	5.585333	277	463.5068192	0.086596998	2.014410704	0.518250667	0.051229256	1.949554373	9.274889936	4.68351	178	23.883707	850	5.767402	280	27.1794	1359	8.3996288	8.44801838	8.42139484	8.40802762	8.11575496	9.47960002	8.24740638	9.4728625	NM_001243120,NM_005983,NM_032637	47.74447588	0.021159333	47.74447588
ENSG00000146648	EGFR	MO000016677	258.9332697492885	P00533	epidermal growth factor receptor	EGFR	1956	11.10580812	36.877985	1808	32.687855	2643	25.990846	2336	31.449309	1976	3144.034545	4.21E-5	1.853089035	0.201943932	1.05E-5	4.406828136	11.99584573	78.692754	4401	55.988479	2663	66.705268	5502	57.969959	4293	11.28517709	11.31796053	11.2861289	11.27624889	12.0248955	11.59971321	11.97651499	11.60006279	NM_001346897,NM_001346898,NM_001346899,NM_001346900,NM_001346941,NM_005228,NM_201282,NM_201283,NM_201284	48.71223373	0.018271336	48.71223373
ENSG00000149269	PAK1	MO000019481	308.8924104418735	Q13153	p21 (RAC1) activated kinase 1	PAK1	5058	8.535749691	6.851944	266	7.213842	454	8.306743	417	7.046094	348	354.7275184	0.550116145	-1.097576641	0.181617172	0.459550687	-0.73958691	8.402300274	6.485323	241	9.697172	339	6.493529	320	9.089312	520	8.38469107	8.5482541	8.54760241	8.52562094	8.27265258	8.57833707	8.27846002	8.53643499	NM_001128620,NM_002576	1.697663177	0.078607711	-1.697663177
ENSG00000149930	TAOK2	MO000036594	3.1263464823842733	Q9UL54,Q9UL54-2	TAO kinase 2	TAOK2	9344	9.581803304	11.428919	616	10.964362	935	11.103962	758	10.839984	735	649.5214539	5.48E-6	-1.43901063	0.107928624	1.14E-6	-4.865041614	9.057241286	8.42632	444	9.877519	478	8.030066	548	9.563474	755	9.45201749	9.52040893	9.41097523	9.51915957	9.14337132	9.22675892	9.09039735	9.21001741	NM_001252043,NM_004783,NM_016151	9.775900292	0.053658692	-9.775900292
ENSG00000150455	TIRAP	MO000022529	NaN		TIR domain containing adaptor protein	TIRAP	114609	7.027191456	6.251736	126	4.081371	128	5.240884	155	3.964427	104	104.176303	5.86704E-4	-1.677619938	0.199710355	1.85865E-4	-3.737492288	6.283870379	3.686612	79	3.950978	62	3.010808	87	3.159199	93	6.98848356	6.72737709	6.95055699	6.75241202	6.58485342	6.42850091	6.45184815	6.37641536	NM_001039661,NM_001318776,NM_001318777,NM_148910	5.552712566	0.133866298	-5.552712566
ENSG00000153487	ING1	MO000045001	NaN		inhibitor of growth family member 1	ING1	3621	7.819434322	5.347966	170	5.426423	281	5.61761	233	5.333829	217	191.6630191	0.007803019	-1.433866351	0.177197324	0.003345414	-2.934076799	7.298682662	3.579344	111	5.211694	152	3.771894	154	5.249733	247	7.62865159	7.76695138	7.67928932	7.75025144	7.25990798	7.52716254	7.29792284	7.5338465	NM_001267728,NM_005537,NM_198217,NM_198218,NM_198219	8.110002737	0.064211034	-8.110002737
ENSG00000156711	MAPK13	MO000022210	NaN		mitogen-activated protein kinase 13	MAPK13	5603	4.532730342	0.394801	28	0.19515	23	0.257445	24	0.162311	15	678.2159345	4.78E-49	57.93014213	0.389976802	5.69E-51	15.01689912	10.38076974	23.192154	1565	10.925157	705	23.432298	2088	10.790691	1118	6.69690904	6.4791029	6.52593467	6.43603187	9.89275611	9.10362803	9.90663837	9.08906608	NM_002754,NR_072996	51.14998543	0.114331204	51.14998543
ENSG00000156831	NSMCE2	MO000098770,MO000098771	NaN		NSE2/MMS21 homolog,SMC5-SMC6 complex SUMO ligase	NSMCE2	286053	8.698102382	30.028746	402	16.481557	367	30.719793	544	18.40857	319	249.106232	2.52E-24	-5.021367916	0.221739433	8.71E-26	-10.49917193	6.373054579	6.033021	79	5.607531	69	5.518315	95	4.918392	99	8.42224788	8.02613113	8.46842198	8.11501736	7.03976598	6.96780035	6.97487052	6.88602767	NM_001349485,NM_001349486,NM_001349487,NM_173685,NR_146191,NR_146192	10.55887802	0.220198377	-10.55887802
ENSG00000158402	CDC25C	MO000022399,MO000022400	NaN		cell division cycle 25C	CDC25C	995	6.4537736	3.441506	89	1.989468	80	3.59053	118	1.799668	58	186.7913242	4.59E-7	3.266284087	0.318079489	7.93E-8	5.368627442	8.159503526	8.180133	192	12.67129	293	6.638997	216	14.367788	512	7.0103056	6.69419494	7.02930229	6.64423715	7.59931277	8.00383669	7.464584	8.08129419	NM_001287582,NM_001287583,NM_001318098,NM_001790,NM_022809	8.378477545	0.203584711	8.378477545
ENSG00000160551	TAOK1	MO000036592	15.550078422523367	Q7L7X3	TAO kinase 1	TAOK1	57551	10.84045592	14.868793	2001	6.628274	1445	6.013956	1045	14.398958	2458	1669.538066	0.566852195	-1.217964243	0.400855821	0.477914326	-0.709661091	10.55601303	13.521495	1765	12.065243	1481	5.611482	962	9.360819	1822	10.99839353	10.4218967	10.23011402	11.09547239	10.84966297	10.71965937	10.12025634	10.48972825	NM_020791,NM_025142	0.668682822	0.425377893	-0.668682822
ENSG00000162889	MAPKAPK2	MO000009253	70.90071932355602	P49137	mitogen-activated protein kinase-activated protein kinase 2	MAPKAPK2	9261	11.30827547	53.630948	1835	61.215101	3365	53.221789	2354	59.37944	2576	2181.029138	0.002687316	-1.389056377	0.144237785	0.001012719	-3.286969189	10.83460536	52.03694	1727	46.123141	1463	48.00701	2097	45.995077	2290	11.0966287	11.33148878	11.09156519	11.30652199	11.01113273	10.89588309	10.9425122	10.87189513	NM_004759,NM_032960	3.636154485	0.130266773	-3.636154485
ENSG00000163513	TGFBR2	MO000020325	NaN		transforming growth factor beta receptor 2	TGFBR2	7048	13.92165412	310.534546	16163	151.780197	12777	322.327346	21719	154.762703	10199	12158.02672	0.032522796	-1.763792115	0.342169324	0.016728642	-2.392618138	13.10297022	194.793243	9808	103.590961	4904	202.007289	13358	108.402534	8285	13.95441699	13.44189983	13.99204021	13.45390092	13.47206178	12.93458184	13.50055795	12.9701968	NM_001024847,NM_003242	2.695463445	0.303726582	-2.695463445
ENSG00000163629	PTPN13	MO000020924	NaN		non-receptor type 13,protein tyrosine phosphatase	PTPN13	5783	9.758343769	9.894565	947	4.305838	667	9.981316	1233	4.457535	538	521.2811179	2.52E-10	-4.899859465	0.344372174	2.78E-11	-6.65773993	7.463441554	1.701306	159	1.01782	90	2.182198	267	1.698614	240	9.6012549	8.95627695	9.61045834	8.97791663	8.04040268	7.68759415	8.21702452	8.01155703	NM_006264,NM_080683,NM_080684,NM_080685	6.220712304	0.368913093	-6.220712304
ENSG00000163904	SENP2	MO000096095,MO000096098	NaN		SUMO1/sentrin/SMT3 specific peptidase 2	SENP2	59343	9.079429802	12.915756	460	10.461552	603	12.969016	597	10.685809	483	658.9415579	1.43E-7	1.436326889	0.093465598	2.28E-8	5.589052424	9.601592034	18.569006	641	21.391571	695	18.259834	830	20.537121	1078	9.21491441	9.15947646	9.21946169	9.17360149	9.46058971	9.55443271	9.44566603	9.52159976	NM_021627	17.48516033	0.029863165	17.48516033
ENSG00000163932	PRKCD	MO000031189	12.103211754174126	Q05655	protein kinase C delta	PRKCD	5580	8.57303764	9.319134	295	9.094729	466	9.520691	389	9.11923	366	500.5439468	6.59E-9	1.626623559	0.114444762	8.63E-10	6.13291865	9.276703309	19.422194	590	16.762186	483	17.929642	723	17.480321	782	8.67437155	8.76871577	8.69122774	8.76712971	9.22548468	9.07409295	9.16143718	9.07838936	NM_001316327,NM_006254,NM_212539	14.1783724	0.04962951	14.1783724
ENSG00000164045	CDC25A	MO000023445	NaN		cell division cycle 25A	CDC25A	993	6.383018396	0.369212	16	2.509969	168	0.622145	34	2.389939	126	300.7529785	6.45006E-4	6.201345668	0.709370426	2.06318E-4	3.711151766	9.016935411	4.195856	168	18.657536	698	4.860262	257	18.063251	1100	6.17994489	7.33640364	6.37183813	7.29922861	7.58012417	8.93389866	7.70697159	8.91308668	NM_001789,NM_201567	4.3404893	0.606824907	4.3404893
ENSG00000164305	CASP3	MO000020397,MO000020398,MO000020615	41.57532160681977	P42574	caspase 3	CASP3	836	9.374276921	16.511965	493	16.499342	796	16.951445	653	18.371593	695	535.702567	0.086977733	-1.629671133	0.361788576	0.051475612	-1.947493388	8.671562248	10.824214	313	21.142511	575	11.768595	448	5.648901	249	9.11876932	9.24180116	9.14162317	9.33438814	8.70824665	9.24353871	8.77409855	8.21034562	NM_004346,NM_032991	7.08894459	0.09912825	-7.08894459
ENSG00000164327	RICTOR	MO000054153	5.669449272436653	Q6R327	RPTOR independent companion of MTOR complex 2	RICTOR	253260	9.604853985	8.054007	864	3.991814	686	6.311127	869	4.464437	607	1019.291825	0.045665615	1.618511317	0.30911788	0.02462358	2.247257434	10.29911795	13.126824	1363	7.328434	716	14.189563	1936	7.614681	1202	9.9823742	9.51543287	9.77201843	9.60725473	10.35277744	9.81316195	10.42199945	9.84729376	NM_001285439,NM_001285440,NM_152756	3.386274617	0.205022936	3.386274617
ENSG00000164611	PTTG1	MO000044992	3.762422121026722	O95997	pituitary tumor-transforming 1	PTTG1	9232	8.36234558	24.862806	298	16.504333	321	32.06073	419	17.216228	262	740.5537986	1.94E-5	3.501216526	0.394146028	4.5E-6	4.586767742	10.16994498	54.655689	531	154.518376	1390	57.894133	700	156.925293	2308	8.81681835	8.61920749	8.88267466	8.64621033	9.25233015	10.15987413	9.2527537	10.18967943	NM_001282382,NM_001282383,NM_004219	14.05250784	0.128631802	14.05250784
ENSG00000164754	RAD21	MO000042938,MO000042939,MO000042940,MO000102071	100.8053475816553	O60216	RAD21 cohesin complex component	RAD21	5885	12.35465081	114.514336	4788	78.622948	5320	114.65271	6191	82.251205	4362	4818.343883	0.271508688	-1.190422386	0.19404438	0.194989607	-1.295959012	12.10303553	73.715103	2986	111.077667	4233	79.345901	4232	116.720779	7190	12.38724418	12.18410938	12.38904351	12.21902921	11.95331291	12.26908502	12.01261665	12.31487523	NM_006265	2.315607287	0.108660601	-2.315607287
ENSG00000164885	CDK5	MO000036416,MO000186472	91.02114260040892	Q00535	cyclin dependent kinase 5	CDK5	1020	7.694846897	14.434023	192	11.703291	245	12.833435	221	9.618845	163	192.8529402	0.172083508	-1.161791919	0.136949155	0.114153637	-1.579795805	7.479866437	12.547312	162	13.163896	149	11.71054	199	11.828251	232	7.74252955	7.66314385	7.64747928	7.52548504	7.56923872	7.52417779	7.51247675	7.49632838	NM_001164410,NM_004935	2.397035502	0.089685972	-2.397035502
ENSG00000164924	YWHAZ	MO000021754	24958.410440240186	P63104	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	YWHAZ	7534	13.87701482	256.401037	8686	390.333116	21379	280.317837	12249	420.12042	18072	15312.02248	0.89515918	1.035470238	0.270048262	0.852278921	0.186211481	13.92730147	326.110201	10701	474.072972	14623	353.956365	15316	508.890512	25463	13.57557959	14.05094011	13.64742357	14.11462603	13.71356787	14.00468125	13.78280567	14.07331698	NM_001135699,NM_001135700,NM_001135701,NM_001135702,NM_003406,NM_145690	0.182925072	0.274902995	0.182925072
ENSG00000165806	CASP7	MO000021207,MO000032000	20.43525743176168	P55210	caspase 7	CASP7	840	8.469272836	9.796997	293	8.671949	396	10.615793	391	9.05149	325	404.632224	0.016200205	1.285290427	0.135539836	0.007551354	2.671497921	8.829263228	11.762723	320	16.168588	411	13.901772	513	16.423315	679	8.54508899	8.51408281	8.57241147	8.54811	8.58481197	8.81957228	8.7496036	8.84125437	NM_001227,NM_001267056,NM_001267057,NM_001267058,NM_001320911,NM_033338,NM_033339,NM_033340	15.0479307	0.023922917	15.0479307
ENSG00000166200	COPS2	MO000031213,MO000035161,MO000166208	197.77211612354154	P61201-2	COP9 signalosome subunit 2	COPS2	9318	10.96292354	45.125845	2061	27.685376	2048	34.138227	2014	28.994804	1681	1723.346085	0.03146405	-1.37614331	0.19142287	0.016112752	-2.406351536	10.50248781	30.31149	1342	30.78935	1283	31.582118	1840	21.728379	1464	11.06501478	10.75965439	10.81809208	10.79582694	10.65486764	10.64046543	10.68846827	10.35951186	NM_001143887,NM_004236	3.312165609	0.139013499	-3.312165609
ENSG00000166484	MAPK7	MO000079049	NaN		mitogen-activated protein kinase 7	MAPK7	5598	8.946370742	9.206074	324	10.811684	573	10.426204	439	13.874014	618	381.3700273	1.535E-4	-1.830458837	0.213190079	4.29E-5	-4.091209764	8.073730325	6.843423	213	7.869955	241	6.910676	284	7.974997	393	8.56872925	8.76879776	8.61041994	9.0523725	8.19597014	8.31507454	8.20454617	8.32406249	NM_002749,NM_139032,NM_139033,NM_139034	3.981324636	0.219183437	-3.981324636
ENSG00000166851	PLK1	MO000022403,MO000096187	12.212017799911926	P53350	polo like kinase 1	PLK1	5347	8.437956814	12.400752	315	8.814148	363	12.154073	399	9.054317	292	1142.390025	6.88E-10	5.588955969	0.381921707	8.02E-11	6.500229665	10.92033859	39.292393	967	104.018188	2407	34.239727	1109	99.929543	3738	9.07657298	8.93608346	9.06242006	8.95192879	9.95703175	10.84936189	9.83426435	10.81291355	NM_005030	34.01956559	0.072969238	34.01956559
ENSG00000166949	SMAD3	MO000019780,MO000020328,MO000057832,MO000279226,MO000480307	194.30466370574482	P84022	SMAD family member 3	SMAD3	4088	10.05145195	14.834061	1009	9.518964	1051	16.164624	1377	8.58041	757	1581.393927	1.49E-5	1.980506128	0.21222407	3.39E-6	4.645416355	11.03727865	32.351306	2132	24.398237	1495	31.543331	2652	24.595224	2429	10.37394997	10.13511718	10.42024283	10.06732553	10.99311225	10.69881717	10.94045668	10.70611673	NM_001145102,NM_001145103,NM_001145104,NM_005902	5.663070986	0.174079877	5.663070986
ENSG00000167065	DUSP18	MO000209230	NaN		dual specificity phosphatase 18	DUSP18	150290	6.563717794	1.894157	65	3.084459	133	1.858086	82	2.675844	99	60.18445368	5.1E-10	-3.619138681	0.28343866	5.87E-11	-6.546906455	4.687744777	0.460962	16	0.586331	20	0.671362	30	0.90586	46	6.01628485	6.33822354	5.99992996	6.28699664	5.05977941	5.19312393	5.24405594	5.40078049	NM_001304794,NM_001304795,NM_001304796,NM_152511	10.58854235	0.177170092	-10.58854235
ENSG00000168610	STAT3	MO000013123	167.9039331818393	P40763,P40763-2	signal transducer and activator of transcription 3	STAT3	6774	10.87651865	18.30597	1011	25.839646	2309	29.939754	2141	29.928032	2103	2037.481955	0.429944633	1.167308955	0.233579961	0.339323171	0.955503432	11.09998005	40.832419	2152	31.216423	1567	40.515674	2853	31.786049	2546	10.56428801	10.96178244	10.96925717	11.0879189	11.16121217	10.91066701	11.16668464	10.91759214	NM_003150,NM_139276,NM_213662	0.978190448	0.228443654	0.978190448
ENSG00000169032	MAP2K1	MO000009386,MO000021174	620.141968580609	Q02750	mitogen-activated protein kinase kinase 1	MAP2K1	5604	9.881605022	20.646111	596	30.311995	1415	18.817789	701	29.374674	1075	1079.386898	0.235771996	1.288218806	0.263269334	0.16518352	1.387847391	10.24727811	31.535009	881	46.385975	1219	32.529991	1197	42.039108	1786	9.72738152	10.16536521	9.65439592	10.13450589	10.01552314	10.32301701	10.04158301	10.23845824	NM_002755	1.369573046	0.266997871	1.369573046
ENSG00000169967	MAP3K2	MO000030900	1.2990773985240511	Q9Y2U5	mitogen-activated protein kinase kinase kinase 2	MAP3K2	10746	10.64819311	10.307378	1250	9.467596	1857	10.87984	1703	10.172263	1564	1286.875984	3.42E-5	-1.656292784	0.163388701	8.37E-6	-4.455373693	9.920255983	8.439884	991	5.741636	635	7.954104	1230	6.641903	1186	10.45082429	10.50087259	10.49882503	10.56113002	10.21697763	9.87982852	10.16691183	9.99555373	NM_006609	16.11241609	0.045178645	-16.11241609
ENSG00000170312	CDK1	MO000021743,MO000021748,MO000023615,MO000092591	1423.1717661354924	P06493	cyclin dependent kinase 1	CDK1	983	8.575649737	11.524866	248	14.005878	470	13.050453	359	16.468056	443	959.784978	1.62E-6	4.031247452	0.392913032	3.08E-7	5.118757021	10.586878	34.147413	705	93.034503	1796	39.096744	979	99.923935	3131	8.84180243	9.05763053	8.92192969	9.19608289	9.62796343	10.51774537	9.67349219	10.59559991	NM_001170406,NM_001170407,NM_001320918,NM_001786,NM_033379	12.90955166	0.155793812	12.90955166
ENSG00000170345	FOS	MO000018137	NaN		AP-1 transcription factor subunit,Fos proto-oncogene	FOS	2353	5.199475562	0.718001	18	1.552466	61	1.477372	46	0.864303	27	28.19163854	0.027085842	-1.903500332	0.376211157	0.013570325	-2.468440408	4.295597364	0.791564	19	0.748512	17	0.791666	25	0.525507	19	4.61371703	5.22203444	5.06974193	4.80326738	4.62183994	4.57400723	4.61901798	4.37055545	NM_005252	3.331162861	0.27134014	-3.331162861
ENSG00000171223	JUNB	MO000007830,MO000058921	NaN		AP-1 transcription factor subunit,JunB proto-oncogene	JUNB	3726	11.97139295	109.62661	2220	196.518478	6440	108.884964	2847	183.644958	4716	2340.780396	3.49E-10	-6.030889026	0.392403471	3.94E-11	-6.606390818	9.379335034	42.492149	834	19.624821	363	37.495659	969	18.3253	547	11.12468479	11.82108473	11.11907135	11.74929222	10.26015551	9.69956163	10.16423324	9.65692879	NM_002229	6.748583257	0.384089196	-6.748583257
ENSG00000171552	BCL2L1	MO000020487	222.6670607040499	Q07817-3	BCL2 like 1	BCL2L1	598	12.89881628	223.070573	6879	179.302227	8914	221.982034	8830	146.673862	5733	8313.297159	0.143762172	1.177016268	0.139627529	0.09217959	1.684010756	13.13401823	294.0461	8668	251.065777	7049	269.3673	10503	243.905795	11043	13.01798365	12.94973101	13.01344791	12.78344779	13.18428816	13.02884416	13.11114609	13.00461849	NM_001191,NM_001317919,NM_001317920,NM_001317921,NM_001322239,NM_001322240,NM_001322242,NM_138578,NR_134257	2.144886347	0.109657069	2.144886347
ENSG00000171720	HDAC3	MO000023578	36.892530054008304	O15379	histone deacetylase 3	HDAC3	8841	10.065977	42.939384	932	35.226173	1237	39.73547	1113	34.912369	961	1009.281341	0.218909035	-1.132226276	0.124854556	0.151296176	-1.434968143	9.886681286	35.438904	745	45.299553	896	33.711689	933	43.315582	1384	10.07136987	10.02308142	10.00478498	10.01184598	9.84842798	10.02732455	9.80683273	9.99109486	NM_003883	5.97119964	0.030026749	-5.97119964
ENSG00000171862	PTEN	MO000034818	0.9715779131974662	P60484	phosphatase and tensin homolog	PTEN	5728	10.74008835	20.019462	1944	8.733536	1373	15.25554	1913	11.238127	1384	1715.506548	0.97948384	1.006189689	0.242893631	0.970763223	0.03665107	10.74873653	17.875415	1683	14.983184	1327	17.664256	2187	13.283433	1902	11.01165918	10.42663897	10.7725292	10.62909611	10.84835675	10.66785471	10.83624299	10.56980576	NM_000314,NM_001304717,NM_001304718	0.035135945	0.246134836	0.035135945
ENSG00000172531	PPP1CA	MO000044885	2623.245510720759	P62136,P62136-2	protein phosphatase 1 catalytic subunit alpha	PPP1CA	5499	10.70164029	77.964547	1272	71.38341	1821	74.765105	1575	96.247754	1899	2282.458509	7.2E-7	1.74127161	0.151532105	1.29E-7	5.280341448	11.5016042	151.670442	2382	177.468162	2634	145.378015	3005	169.978323	4085	10.80719459	10.82275452	10.77416209	11.05517296	11.30397357	11.41889231	11.26554724	11.38445429	NM_001008709,NM_002708,NM_206873	6.224988635	0.128508493	6.224988635
ENSG00000172936	MYD88	MO000039099	53.98246437810562	Q99836	myeloid differentiation primary response 88	MYD88	4615	9.423541125	18.668208	589	15.449331	776	20.120559	758	15.265676	599	625.2469896	0.004007595	-1.218377439	0.090196603	0.001581305	-3.159333314	9.139018205	16.66391	513	15.648169	453	16.605	652	15.871434	731	9.39684238	9.3424374	9.39459425	9.32575196	9.24565828	9.16564976	9.2154804	9.16659765	NM_001172566,NM_001172567,NM_001172568,NM_001172569,NM_002468	7.851882506	0.036236268	-7.851882506
ENSG00000173039	RELA	MO000019363,MO000033264	NaN		NF-kB subunit,RELA proto-oncogene	RELA	5970	10.57157376	39.347429	1091	42.751929	1981	40.846022	1510	41.470966	1504	1579.489746	0.53606185	1.075617822	0.137727734	0.445120074	0.763575801	10.67698684	55.783423	1551	47.516503	1195	51.159827	1867	54.165928	2252	10.47203188	10.68921492	10.52993798	10.65811428	10.73675295	10.53768567	10.65865677	10.67072988	NM_001145138,NM_001243984,NM_001243985,NM_021975	1.021001582	0.103244776	1.021001582
ENSG00000173327	MAP3K11	MO000022231,MO000084620	NaN		mitogen-activated protein kinase kinase kinase 11	MAP3K11	4296	9.348468139	14.591655	582	11.366756	733	13.873825	714	10.899872	551	690.1115385	0.132646929	1.117685766	0.092829775	0.083786049	1.729128781	9.508469409	16.030554	619	17.310385	629	15.6943	798	16.946444	995	9.44619574	9.35479383	9.40341038	9.31677399	9.46494822	9.50244918	9.44636962	9.48664538	NM_002419	2.833996545	0.056457821	2.833996545
ENSG00000173846	PLK3	MO000031101	NaN		polo like kinase 3	PLK3	1263	7.829860277	4.838302	135	8.031479	362	4.754392	171	7.105393	251	163.5282318	5.06E-5	-2.291997284	0.274225723	1.28E-5	-4.363578013	6.637128728	3.286909	89	3.533092	90	2.985342	107	3.032308	125	7.29803975	7.86391827	7.28295486	7.74748247	6.940637	6.96985406	6.87171957	6.8577238	NM_004073	3.958751893	0.301289796	-3.958751893
