ID	Average Intensity	UniProt ID	Description	Gene_Symbol	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	abs_zscore	sd_mcf10a	zscore
ENSG00000166033	73.91969206212681	Q92743	HtrA serine peptidase 1	HTRA1	5654	14.10273292	550.678589	13016	594.332764	22736	551.648376	16838	587.175964	17602	9506.835172	4.6E-53	-12.3875061	0.232318736	4.65E-55	-15.62858825	10.47212051	68.231659	1563	42.043579	906	64.741676	1952	41.021572	1429	13.41212394	13.6287589	13.41460129	13.61216313	11.59684384	11.27890446	11.56117836	11.26627218	NM_002775	30.31462423	0.119764388	-30.31462423
ENSG00000166068	NaN		sprouty related EVH1 domain containing 1	SPRED1	161742	10.69767936	18.56119	1502	12.379519	1621	20.034273	2093	13.077037	1342	1690.441322	0.866861771	1.035729458	0.217818577	0.816134044	0.232520142	10.74824602	21.881182	1715	15.296279	1128	23.41535	2416	15.91328	1897	10.77741308	10.55562606	10.84400877	10.59723878	10.85804438	10.52715557	10.91633638	10.5617976	NM_152594	0.363767834	0.139008057	0.363767834
ENSG00000166073	NaN		G protein-coupled receptor 176	GPR176	11245	8.259876401	4.108772	208	4.804292	390	4.444026	289	5.233997	336	235.2913215	1.84E-6	-1.87191392	0.177628036	3.54E-7	-5.0921809	7.358030096	3.252207	159	2.761835	129	2.843988	183	2.809913	210	7.90652381	8.15682357	7.96941891	8.23669027	7.65482364	7.51446941	7.54863884	7.52070404	NM_001271854,NM_001271855,NM_007223	5.815853975	0.155066876	-5.815853975
ENSG00000166130	351.2862438774007	Q70UQ0,Q70UQ0-4	IKBKB interacting protein	IKBIP	121457	10.27226214	28.618695	635	49.080845	1905	31.441429	907	50.324638	1542	1458.069101	0.27968082	1.357953608	0.345805624	0.201765225	1.276538503	10.71377604	40.77752	1076	64.335549	1684	41.656247	1426	66.8741	2961	9.961081	10.58356236	10.03860813	10.60810841	10.3506155	10.76523098	10.35542223	10.84461475	NM_153687,NM_201612,NM_201613	1.27718391	0.345693284	1.27718391
ENSG00000166140	45.463121073443155	Q96K21-3	zinc finger FYVE-type containing 19	ZFYVE19	84936	7.705602612	7.847089	199	5.509872	221	8.614456	264	4.626956	143	214.6841914	0.822639658	1.056174454	0.26037069	0.762019139	0.302830368	7.785437369	10.141849	242	6.586121	146	9.309859	297	6.15525	222	7.82985452	7.63670097	7.853496	7.48272359	7.96324638	7.56766842	7.90241048	7.52125026	NM_001077268,NM_001258420,NM_001258421,NM_032850	0.456790402	0.17477328	0.456790402
ENSG00000166145	NaN		Kunitz type 1,serine peptidase inhibitor	SPINT1	6692	8.266801817	9.907807	274	8.105017	348	10.189547	355	7.092568	245	316.3264052	0.948589891	1.053916501	0.758212084	0.920407818	0.099920026	8.342739395	19.830287	520	1.458061	38	19.573903	679	1.620789	67	8.20725259	8.12084914	8.21115654	8.02570948	8.75628681	6.8239969	8.74847048	6.85707333	NM_001032367,NM_003710,NM_181642	0.867097251	0.087576772	0.867097251
ENSG00000166164	NaN		bromodomain containing 7	BRD7	29117	9.613888818	25.62741	662	21.346823	891	25.324796	843	21.660841	709	764.1656967	0.72682785	-1.052304321	0.162336679	0.650488997	-0.453082971	9.540665552	22.710584	568	32.323879	759	20.586633	677	28.933409	1098	9.61397698	9.57807098	9.60267613	9.58732523	9.45221245	9.72148682	9.37090057	9.62863649	NM_001173984,NM_013263	4.589943079	0.015952979	-4.589943079
ENSG00000166165	947.2045535559552	P12277	creatine kinase B	CKB	1152	5.866955293	5.265353	86	1.180587	32	3.612072	76	1.310651	28	312.065234	2.61E-14	9.736726678	0.412996697	1.86E-15	7.95027386	9.144068182	30.606066	482	35.558083	527	25.039001	520	34.569912	828	7.13584432	6.36601331	6.8767536	6.42221507	8.57131467	8.68517118	8.38113351	8.66206227	NM_001823	8.86555467	0.369645556	8.86555467
ENSG00000166166	139.67077897298807	Q96FX7	tRNA methyltransferase 61A	TRMT61A	115708	7.212271183	2.261232	82	3.754916	220	2.485931	117	3.872691	178	237.316017	3.10404E-4	2.198101815	0.290609668	9.23E-5	3.90991195	8.350243885	6.812326	239	9.814821	324	6.434426	297	9.570478	510	7.17564811	7.65503273	7.24265525	7.67741629	7.9733747	8.26713524	7.92350781	8.24703315	NM_152307	4.286754549	0.265462529	4.286754549
ENSG00000166169	NaN		DNA polymerase lambda	POLL	27343	8.277311989	12.330296	363	4.202355	195	13.033794	499	3.827132	152	252.3292276	0.193219482	-1.595442271	0.445653108	0.130460293	-1.512289256	7.602907914	7.429088	222	3.436105	98	9.64397	288	5.034109	200	8.40866783	7.59270411	8.46738494	7.58580273	7.94074224	7.32797596	7.92780799	7.49727578	NM_001174084,NM_001174085,NM_001308382,NM_013274,NR_033406	1.374558201	0.490633336	-1.374558201
ENSG00000166170	19.854961338893965	Q9UL15	BCL2 associated athanogene 5	BAG5	9529	9.772692034	10.245206	578	13.005849	1187	10.521873	766	13.531905	968	844.0114483	0.724223398	-1.075378525	0.229090304	0.647199558	-0.457656064	9.667633279	10.456456	571	14.823742	746	11.011755	776	16.789944	1366	9.55558135	9.87746482	9.57721384	9.90811592	9.51382941	9.75923205	9.53854043	9.86952567	NM_001015048,NM_001015049,NM_004873	0.555677271	0.189064337	-0.555677271
ENSG00000166171	NaN		deleted in primary ciliary dyskinesia homolog (mouse)	DPCD	25911	7.210398298	8.455462	82	14.167862	228	9.244917	117	13.54682	171	119.6899675	0.025085721	-1.62541592	0.280299797	0.012411899	-2.500212047	6.512273773	9.278656	88	7.208825	70	7.906401	98	8.628413	125	6.72808812	7.29275534	6.80577475	7.24949267	6.75184144	6.60067371	6.62348787	6.67556547	NM_001329742,NM_001329743,NM_001329744,NM_001329745,NM_001329746,NM_015448	2.379830533	0.29335052	-2.379830533
ENSG00000166188	NaN		zinc finger protein 319	ZNF319	57567	8.014019299	4.699965	222	3.823576	292	4.955821	302	3.520568	211	220.1553302	0.196557341	-1.422129436	0.33824632	0.133091912	-1.502020123	7.506294649	4.838643	221	1.875908	81	4.702061	283	2.403301	167	7.92148965	7.86620516	7.9675213	7.79381068	7.88378482	7.13251946	7.85979703	7.3031278	NM_020807	6.786851614	0.074810041	-6.786851614
ENSG00000166192	NaN		NEDD8 specific,SUMO/sentrin peptidase family member	SENP8	123228	5.768104497	2.698519	56	1.38257	46	2.587132	69	1.588486	42	58.91046305	0.468090099	1.166723591	0.251660661	0.376707394	0.883979287	5.984679154	3.144602	63	2.837591	46	2.76074	72	3.200022	83	5.97589226	5.5928361	5.94137157	5.69448822	6.03641862	5.82095681	5.92788146	5.90444262	NM_001166340,NM_001172109,NM_001172110,NM_001172111,NM_145204	1.15781468	0.187054682	1.15781468
ENSG00000166224	23.911040307215476	O95470	sphingosine-1-phosphate lyase 1	SGPL1	8879	10.45150498	16.627798	1070	16.70199	1739	16.625919	1381	16.962421	1384	1133.72555	0.004830913	-1.615167812	0.223285979	0.001949961	-3.097749664	9.760164211	14.630499	912	9.689129	568	15.049951	1235	9.097281	863	10.24006338	10.36975876	10.24028162	10.37957028	10.0683463	9.70631786	10.09155603	9.66046336	NM_003901	8.891579718	0.077752299	-8.891579718
ENSG00000166225	NaN		fibroblast growth factor receptor substrate 2	FRS2	10818	9.797119678	9.800884	748	8.684828	1067	8.968835	883	8.550304	829	694.4494366	2.01E-20	-1.780565151	0.086797548	8.86E-22	-9.589386347	8.963569713	5.683095	421	6.030234	419	5.611785	556	6.10803	696	9.64950457	9.66390113	9.57102668	9.65219225	9.13053552	9.14900684	9.13209424	9.1730333	NM_001042555,NM_001278351,NM_001278353,NM_001278354,NM_001278355,NM_001278356,NM_001278357,NM_006654	19.59086511	0.04254789	-19.59086511
ENSG00000166228	NaN		pterin-4 alpha-carbinolamine dehydratase 1	PCBD1	5092	8.325521288	23.895108	290	18.774756	367	24.150239	375	14.804301	242	366.7036929	0.017550001	1.285393672	0.137160494	0.008271615	2.640776969	8.688632867	30.758373	350	31.450876	370	30.270891	435	31.333126	563	8.47558046	8.39000792	8.47726483	8.24867894	8.60060577	8.6723008	8.55105158	8.62311231	NM_000281,NM_001289797,NM_001323004	3.378099377	0.107489904	3.378099377
ENSG00000166250	NaN		CXADR like membrane protein	CLMP	79827	9.546075388	16.359259	539	18.037521	962	16.612514	707	18.514942	774	858.7347512	0.062404101	1.296999924	0.178108563	0.035164496	2.106459054	9.921683346	29.030018	927	23.169426	696	30.672117	1289	23.124731	1123	9.51088134	9.70744026	9.52367779	9.72600704	9.93302449	9.71067804	9.97985553	9.71173052	NM_024769	3.25155265	0.115516493	3.25155265
ENSG00000166272	NaN		WW domain binding protein 1 like	WBP1L	54838	10.15536924	23.070833	1057	15.447638	1146	23.033494	1385	15.692213	912	879.7964787	1.58209E-4	-1.842352554	0.215886485	4.44E-5	-4.083392086	9.274162356	14.755202	655	10.141965	424	13.739264	825	9.595414	648	10.08127759	9.85143115	10.09531917	9.86096916	9.62945902	9.30283022	9.59186515	9.26168593	NM_001083913,NM_017787	6.567297979	0.134181042	-6.567297979
ENSG00000166275	NaN		BLOC-1 related complex subunit 7	BORCS7	119032	8.090132531	11.675671	280	4.723359	208	12.164665	398	5.275311	182	193.960923	1.86974E-4	-2.359792922	0.306553702	5.33E-5	-4.04059796	6.850725016	4.392276	116	3.053493	76	4.443045	154	3.363065	135	8.02530218	7.47292502	8.11529709	7.56059865	7.2467556	6.95750328	7.25181172	7.02281388	NM_001136200,NM_144591	3.829170064	0.323675234	-3.829170064
ENSG00000166295	NaN		anaphase promoting complex subunit 16	ANAPC16	119504	9.925655147	21.87457	845	16.788375	1012	24.213596	1119	19.328414	866	1029.967394	0.472637295	1.118336011	0.184218374	0.381093706	0.875882883	10.0866231	30.696371	1057	20.666599	701	30.824678	1504	24.479567	1289	9.99606955	9.86319951	10.01812372	9.93252107	10.15458246	9.8309616	10.22143451	9.93976295	NM_001242546,NM_001242547,NM_001242548,NM_173473,NR_038391,NR_038392	2.309103795	0.069710142	2.309103795
ENSG00000166321	NaN		nudix hydrolase 13	NUDT13	25961	5.26093592	1.41213	36	0.898986	37	1.86309	61	0.583438	19	24.95669515	2.26241E-4	-3.302479964	0.431733079	6.55E-5	-3.992165284	3.532217797	0.272536	7	0.504258	12	0.335862	11	0.502234	19	4.92199682	4.69913085	5.14239514	4.41895752	3.96791159	4.21513915	4.02482986	4.1971364	NM_001283014,NM_001283015,NM_001283016,NM_001283017,NM_001283019,NM_015901,NR_104264	5.58514847	0.309520532	-5.58514847
ENSG00000166326	NaN		tripartite motif containing 44	TRIM44	54765	11.40578463	33.109093	2239	29.037079	3177	32.335678	2823	29.435368	2524	2744.840379	0.847369378	1.023218584	0.126247474	0.793092238	0.262297308	11.43903684	41.225193	2700	33.387993	2057	40.347816	3479	33.022045	3289	11.40910749	11.41821372	11.38933143	11.42617255	11.53650682	11.32743121	11.51709522	11.32086524	NM_017583	2.096068675	0.015864084	2.096068675
ENSG00000166343	NaN		MSS51 mitochondrial translational activator	MSS51	118490	3.09499436	0.383974	11	0.14486	7	0.281033	10	0.138806	5	9.214379364	0.788778398	1.148035405	0.556323541	0.720338864	0.358005945	3.305134255	0.531928	14	0.270004	7	0.31299	11	0.172433	7	3.33501355	3.00286355	3.17290641	2.97645747	3.44339811	3.12589958	3.18837086	2.95172022	NM_001024593	1.260772202	0.166675546	1.260772202
ENSG00000166348	NaN		ubiquitin specific peptidase 54	USP54	159195	7.067860409	1.830421	127	1.256988	145	1.68202	154	1.147581	104	198.5941136	1.15E-10	1.965325689	0.143785712	1.21E-11	6.779313477	8.03904851	3.35293	228	3.263192	209	3.447889	308	3.41932	358	7.39810022	7.23900782	7.34914092	7.17170408	7.84916717	7.79792796	7.87148095	7.85169019	NM_001320437,NM_001320441,NM_001350995,NM_152586,NR_135249,NR_135250,NR_146997,NR_146998	9.436517113	0.102918067	9.436517113
ENSG00000166398	NaN		KIAA0355	KIAA0355	9710	8.894855514	5.083836	379	4.859634	587	5.070125	488	4.657482	441	394.1534607	0.006739624	-1.525114928	0.20403471	0.002841497	-2.984384192	8.286763193	4.676367	338	2.883958	196	4.361906	415	3.134461	345	8.73464022	8.82053162	8.73292315	8.77954506	8.60322902	8.18983151	8.54413273	8.25614891	NM_014686	14.56205039	0.041758702	-14.56205039
ENSG00000166402	NaN		tubby bipartite transcription factor	TUB	7275	7.737789826	2.482566	178	2.158221	250	2.582239	239	2.001317	182	123.1420451	2.09E-32	-6.581779827	0.22346368	4.76E-34	-12.16518839	5.036891947	0.293031	21	0.623029	41	0.341547	32	0.372169	40	7.25319165	7.25605817	7.29186623	7.18279871	5.65591642	6.06363937	5.72176325	5.74465121	NM_003320,NM_177972	59.16897959	0.045647194	-59.16897959
ENSG00000166435	NaN		X-ray radiation resistance associated 1	XRRA1	143570	7.929760745	3.377924	189	3.317293	288	3.898587	281	3.164817	215	214.7203153	0.00674326	-1.316007844	0.132759579	0.002844122	-2.984101714	7.536097546	3.162089	166	2.820363	145	3.269986	233	2.871953	230	7.79227149	7.86100292	7.91117643	7.81648411	7.65396841	7.56932867	7.70492442	7.55629753	NM_001270380,NM_001270381,NM_182969	7.516596554	0.052372533	-7.516596554
ENSG00000166436	NaN		tripartite motif containing 66	TRIM66	9866	7.301631427	1.749746	191	0.62239	110	1.632779	230	0.591921	82	94.97535475	1.34E-5	-4.906529194	0.491430644	3.02E-6	-4.669433768	5.008357894	0.421577	45	0.115757	12	0.329978	46	0.175698	29	7.17643329	6.38532792	7.11379261	6.33975758	5.92776521	5.20607305	5.75055614	5.3696311	NM_014818	5.063280214	0.4529225	-5.063280214
ENSG00000166439	NaN		ring finger protein 169	RNF169	254225	9.147924735	6.113874	534	3.9529	558	6.11237	689	4.10279	454	535.8387529	0.431955844	-1.124348959	0.177728463	0.341404194	-0.951394416	8.978408847	5.404125	457	4.846722	386	6.021149	670	4.551225	585	9.22000778	8.96986934	9.22003787	8.99736044	9.05329967	8.93634407	9.14404702	8.88644764	NM_001098638	1.237786464	0.136950834	-1.237786464
ENSG00000166444	NaN		suppression of tumorigenicity 5	ST5	6764	9.850820004	16.196704	786	12.85896	1010	18.164927	1007	13.792238	849	718.2891869	6.1734E-4	-1.800222334	0.227804617	1.96669E-4	-3.723256828	9.003302021	11.623897	570	7.295934	336	11.001997	706	6.640246	493	9.70489705	9.62656955	9.69864023	9.68467453	9.39160841	8.9900198	9.33972192	8.91866875	NM_005418,NM_139157,NM_213618	23.69756027	0.035763934	-23.69756027
ENSG00000166446	NaN		chromodomain Y like 2	CDYL2	124359	7.718846538	1.740097	158	1.893463	278	1.748711	205	1.748658	201	261.1989119	8.31E-5	1.478750664	0.132987968	2.2E-5	4.243833665	8.284139428	2.913288	256	3.131982	259	2.993236	346	3.381131	451	7.7671401	7.94674197	7.77078523	7.87809742	8.12791928	8.16159597	8.14984676	8.22905826	NM_152342	6.464170951	0.087450176	6.464170951
ENSG00000166450	NaN		protogenin	PRTG	283659	4.652018264	0.147384	20	0.100934	23	0.207453	37	0.113806	20	94.25080084	4.1E-20	6.492567008	0.283678994	1.84E-21	9.513531352	7.351908867	1.277093	168	0.803681	99	1.228442	212	1.034389	206	5.43809637	5.32069837	5.64005779	5.3814892	7.01322142	6.56320994	6.97568458	6.79213952	NM_173814	19.48821832	0.138539632	19.48821832
ENSG00000166451	1.2800980621793474	Q96H22-5	centromere protein N	CENPN	55839	8.411038657	4.935114	194	9.006994	536	6.666128	266	7.476495	380	586.6785647	0.002317298	2.446348144	0.387166369	8.57522E-4	3.333527478	9.702118283	12.854913	432	26.127051	981	11.79384	582	29.816633	1542	8.39612312	8.91559865	8.43802469	8.83002345	8.98568648	9.74569597	9.00437182	9.72290451	NM_001100624,NM_001100625,NM_001270473,NM_001270474,NM_018455	4.854051289	0.265979807	4.854051289
ENSG00000166452	NaN		A-kinase interacting protein 1	AKIP1	56672	7.975267852	10.941095	178	12.644792	331	12.773694	268	11.272301	233	252.0349893	0.993056853	1.001666878	0.201478244	0.990484792	0.011925828	7.979689206	10.699722	170	18.407657	267	11.818232	246	15.742234	372	7.84386155	8.07507323	7.96898408	7.98151787	7.77666454	8.17005244	7.84999206	8.04745691	NM_001206646,NM_001206647,NM_001206648,NM_020642,NR_045417,NR_045418	0.046555969	0.094968574	0.046555969
ENSG00000166454	NaN		ATM interactor	ATMIN	23300	10.31929477	19.711062	1070	16.05697	1410	20.511126	1438	16.643632	1146	950.0347786	2.1E-30	-2.052668509	0.088116549	5.3E-32	-11.77418633	9.281707027	10.784147	568	9.87669	489	10.392823	720	10.273458	822	10.13230728	10.07576488	10.16908891	10.10432027	9.55854759	9.46207577	9.52739925	9.49478631	NM_001300728,NM_015251	26.03959131	0.039846545	-26.03959131
ENSG00000166471	NaN		transmembrane protein 41B	TMEM41B	440026	9.283904864	9.984956	381	14.647235	866	10.299484	525	14.817981	726	837.8911653	0.034533179	1.688025713	0.31899554	0.017891289	2.367860314	10.03950807	30.847374	1137	14.578034	582	30.302905	1620	16.085042	1029	9.21003762	9.57753021	9.25544305	9.63019644	10.06829739	9.52017444	10.13527533	9.5964761	NM_001165030,NM_015012,NR_028491	3.495891303	0.21614036	3.495891303
ENSG00000166479	200.996904267989	Q96JJ7	thioredoxin related transmembrane protein 3	TMX3	54495	10.62053366	22.894887	1221	19.998587	1716	26.460574	1782	22.260765	1528	1293.590698	3.99E-8	-1.553722552	0.109224435	5.87E-9	-5.820390851	9.984189096	15.931541	804	17.966489	884	15.694796	1080	19.310102	1493	10.4389156	10.43991468	10.5477566	10.548893	10.05439314	10.15432267	10.06978644	10.19312432	NM_001350512,NM_001350513,NM_001350514,NM_001350515,NM_001350516,NM_001350517,NM_019022	10.11965267	0.062882056	-10.11965267
ENSG00000166501	46.915942144567715	P05771				NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN	NaN
ENSG00000166503	74.34843664170035	Q9Y3E1	HDGF like 3	HDGFL3	50810	10.35261278	30.370359	825	40.439613	1777	32.492714	1139	43.369556	1493	900.1421179	1.01E-6	-2.652978675	0.269970813	1.85E-7	-5.213945407	8.944765738	12.524361	330	20.050215	496	12.042704	417	21.120813	845	9.83652819	10.2254372	9.89642328	10.28645763	9.06438866	9.39789475	9.03333924	9.4425168	NM_016073	6.186846654	0.227554863	-6.186846654
ENSG00000166510	NaN		coiled-coil domain containing 68	CCDC68	80323	8.643575976	9.180501	424	4.653207	347	9.356457	557	4.152112	243	320.6834956	0.044746924	-1.655189998	0.322199945	0.024048529	-2.256353061	7.915548838	3.669196	165	5.70914	240	3.292235	194	6.26829	426	8.70058154	8.23108569	8.71728684	8.13503771	7.87879473	8.19701758	7.79283676	8.2775071	NM_001143829,NM_025214	2.377540637	0.306210176	-2.377540637
ENSG00000166529	NaN		zinc finger and SCAN domain containing 21	ZSCAN21	7589	6.972818288	5.125918	114	4.000869	144	3.93022	113	4.352652	123	120.1409143	0.574661977	-1.091220571	0.180855268	0.486195196	-0.696373114	6.841355397	5.006899	108	3.88106	79	5.190332	147	4.496759	147	7.0154577	6.93049763	6.80602625	6.99624221	6.93993467	6.72006687	6.96625582	6.82831425	NM_145914	1.389304782	0.094624947	-1.389304782
ENSG00000166532	NaN		ribosomal modification protein rimK like family member B	RIMKLB	57494	8.267431193	4.866385	213	5.262727	410	3.706545	236	6.391495	366	222.5078011	1.06E-5	-2.248437914	0.247529076	2.33E-6	-4.722366625	7.096746195	1.900604	104	2.411534	121	1.952775	133	3.126831	222	7.87229442	8.15047431	7.74367915	8.26391451	7.27149538	7.40475766	7.24822612	7.50401743	NM_001297776,NM_020734,NR_123740	4.859999302	0.240881721	-4.859999302
ENSG00000166562	NaN		SEC11 homolog C,signal peptidase complex subunit	SEC11C	90701	7.47237104	12.135655	105	19.558274	286	10.750222	126	17.631456	200	298.403696	0.007404193	2.358904072	0.419355358	0.00315285	2.952428598	8.711569798	59.056538	517	24.401021	201	59.994669	674	24.047025	325	7.47320651	7.97923652	7.42056559	7.8832272	8.76942125	7.95870654	8.76010926	7.96124025	NM_001307941,NM_033280	4.375896691	0.283187389	4.375896691
ENSG00000166575	NaN		transmembrane protein 135	TMEM135	65084	8.350644733	3.413475	347	1.529484	251	3.676255	480	1.557281	201	475.5060956	0.03146405	1.91359062	0.389080391	0.016110708	2.406397866	9.286739841	7.69898	752	3.632404	336	7.277623	936	3.587211	535	8.73115768	8.21271543	8.78965349	8.22607407	9.38178848	8.69453623	9.32939052	8.68445176	NM_001168724,NM_022918,NR_033149	2.987743018	0.313311788	2.987743018
ENSG00000166582	90.4030377522522	Q7Z7K6,Q7Z7K6-3	centromere protein V	CENPV	201161	6.463686097	4.071988	53	6.836535	144	3.835268	65	5.759027	95	235.9724094	7.74E-12	4.33824823	0.29494304	7.07E-13	7.178038857	8.583778274	20.543743	259	30.861134	365	22.32247	370	33.197838	635	6.78534202	7.23338075	6.7495573	7.10522304	7.96480322	8.30440346	8.03812829	8.3783572	NM_181716	8.897336022	0.238283928	8.897336022
ENSG00000166595	142.92372397206125	Q9Y3D0	family with sequence similarity 96 member B	FAM96B	51647	8.475975869	36.594783	295	34.04973	440	32.241179	334	33.561471	343	381.7819145	0.165184068	1.144467724	0.121431489	0.10889448	1.603181991	8.67067041	42.934534	329	51.100852	370	43.134114	437	48.387539	566	8.51801939	8.56831965	8.41159276	8.56025237	8.57579876	8.69877975	8.58254351	8.6546271	NM_016062,NR_024525,NR_046109	2.700610379	0.072092791	2.700610379
ENSG00000166669	NaN		activating transcription factor 7 interacting protein 2	ATF7IP2	80063	3.867280774	0.277646	12	0.213068	15	0.338935	19	0.220392	12	18.05602402	0.325100522	1.478982618	0.482489841	0.241924257	1.170190644	4.427490689	0.623722	26	0.150539	6	0.638764	35	0.378168	24	4.01209641	3.95045274	4.12152983	3.96131761	4.45086078	3.71463668	4.47075152	4.12164149	NM_001256160,NM_001352120,NM_024997,NR_045815,NR_045816,NR_147927	7.162609516	0.078213103	7.162609516
ENSG00000166681	NaN		brain expressed X-linked 3	BEX3	27018	10.49295332	125.666588	1453	70.610681	1320	125.806533	1877	69.416734	1015	1508.049868	0.616260798	1.092988591	0.204000303	0.529470527	0.628814467	10.62113716	125.94036	1403	127.941187	1342	124.839257	1829	115.634573	1957	10.68419432	10.31629033	10.68518107	10.29748112	10.61916302	10.60478661	10.60993378	10.51919388	NM_001282674,NM_014380,NM_206915,NM_206917	0.587299998	0.218259562	0.587299998
ENSG00000166689	NaN		pleckstrin homology domain containing A7	PLEKHA7	144100	6.98523531	1.762596	102	1.607616	149	1.355426	104	1.988672	144	273.8463074	6.4E-10	3.327429849	0.266361722	7.44E-11	6.511477099	8.717662372	4.627808	257	8.109991	424	5.262958	382	8.828853	730	7.3771408	7.40353976	7.21196248	7.55720889	8.07825056	8.55428619	8.18401749	8.61769802	NM_001329630,NM_001329631,NM_175058	12.25224236	0.141396735	12.25224236
ENSG00000166741	439.56987495814343	P40261	nicotinamide N-methyltransferase	NNMT	4837	11.61939743	139.282333	2451	142.805603	4067	131.650406	2992	135.640503	3027	2457.602357	0.040062514	-1.778655571	0.360495032	0.021190492	-2.304573138	10.78871726	131.930038	2249	51.70623	830	124.412537	2792	52.317665	1357	11.38401852	11.53491272	11.33475957	11.48398262	11.27308855	10.49722438	11.22123918	10.50714815	NM_006169	9.09459914	0.091337744	-9.09459914
ENSG00000166750	NaN		schlafen family member 5	SLFN5	162394	11.21012319	33.93324	2743	14.431952	1211	32.442361	3325	21.262109	1827	1461.898268	0.022528543	-4.271187561	0.823421513	0.010964714	-2.543821385	9.115555707	14.411633	902	0.76361	65	9.572001	1167	0.648859	85	11.05476362	9.96955067	10.99256419	10.56102757	9.97389088	8.32513707	9.95810789	8.24485045	NM_001330183,NM_144975	4.18359075	0.500662615	-4.18359075
ENSG00000166783	NaN		meiosis regulator and mRNA stability factor 1	MARF1	9665	10.26698141	15.597679	1350	6.708469	940	16.466525	1840	6.335754	696	1087.983475	0.451670904	-1.305526786	0.420917526	0.360824914	-0.913794353	9.882338163	13.535664	1135	5.868904	464	13.592486	1501	6.093416	778	10.4057825	9.79701599	10.45608941	9.74744599	10.21378433	9.50001527	10.21712688	9.52936127	NM_001184998,NM_001184999,NM_014647	1.00851701	0.381394903	-1.00851701
ENSG00000166788	14.491764976259223	Q96ER3	serum amyloid A like 1	SAAL1	113174	7.903421011	11.443849	196	9.739627	270	11.36207	251	10.625643	231	362.3946536	6.36E-5	2.028617554	0.236850717	1.64E-5	4.308608056	8.922928639	17.550642	291	31.960497	498	20.115597	438	33.321564	838	8.11758044	8.102115	8.11106448	8.16774037	8.40420169	8.89885184	8.5168034	8.93920246	NM_138421	34.63662269	0.029434383	34.63662269
ENSG00000166803	51.14810804445478	Q15004	PCNA clamp associated factor	PCLAF	9768	7.804693193	12.45389	200	9.322364	246	10.867502	226	10.091464	209	409.1070368	7.39E-6	2.661966307	0.294270699	1.59E-6	4.799976066	9.215841079	21.591583	339	39.382572	588	22.231207	459	49.654749	1182	8.17549192	8.07382593	8.07370221	8.13235474	8.57190171	9.0873502	8.59522757	9.29630747	NM_001029989,NM_014736,NR_109934	28.49801275	0.049517414	28.49801275
ENSG00000166813	NaN		kinesin family member 7	KIF7	374654	5.567268064	0.45454	24	0.823232	68	0.715004	47	0.816589	53	106.5011003	1.29E-12	3.460985135	0.241105284	1.09E-13	7.429048057	7.371448373	3.239099	160	3.120882	145	2.653667	172	2.718764	204	5.75582499	6.18461198	5.99416627	6.17987781	7.1146849	7.05153177	6.93667979	6.93497427	NM_198525	8.916861702	0.202333553	8.916861702
ENSG00000166828	NaN		sodium channel epithelial 1 gamma subunit	SCNN1G	6340	7.035297642	5.156079	202	0.392868	25	5.034569	254	0.373338	19	407.154543	0.010492326	5.210177393	0.841405482	0.004652121	2.830184191	9.416034827	25.848927	977	6.562839	234	24.580978	1224	5.556532	320	7.92863174	6.4580664	7.90698949	6.45856455	9.36851993	8.04317977	9.31799319	7.90449219	NM_001039	2.825176234	0.842686257	2.825176234
ENSG00000166848	NaN		TERF2 interacting protein	TERF2IP	54386	9.927544624	36.20471	907	20.003009	815	37.257746	1215	27.339778	875	755.6268512	9.81E-6	-1.81136591	0.180861097	2.15E-6	-4.738874348	9.069882638	19.176802	469	19.791115	455	17.914254	570	20.297174	752	9.85712335	9.47389429	9.88953556	9.73962003	9.26977173	9.26788601	9.20794942	9.28722651	NM_018975,NR_144545	4.543660952	0.18876012	-4.543660952
